learning_rate,n_estimators,subsample,min_samples_split,max_depth,max_features,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train rmse,Val rmse,Test rmse,Train mape,Val mape,Test mape,Time,random_state,n_columns,n_features,Precedence
0.01,800.0,0.7,2.0,12.0,0.85,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.980653,0.887916,0.889436,0.041066,0.098844,0.098177,,,,503.31,42.0,11.0,10.0,52.0
0.01,800.0,1.0,2.0,12.0,0.85,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.984748,0.885703,0.886791,0.036461,0.099815,0.099344,,,,699.33,42.0,11.0,10.0,53.0
0.01,800.0,0.25,2.0,12.0,0.25,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.954147,0.889737,0.891533,0.06322,0.098037,0.097241,,,,52.9,42.0,11.0,10.0,54.0
0.01,800.0,0.25,2.0,12.0,0.4,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.958305,0.889909,0.890864,0.060286,0.097961,0.097541,,,,92.21,42.0,11.0,10.0,55.0
0.01,800.0,0.25,2.0,12.0,0.55,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.959336,0.88987,0.890909,0.059535,0.097978,0.09752,,,,130.05,42.0,11.0,10.0,56.0
0.01,800.0,0.25,2.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.960039,0.890632,0.891076,0.059018,0.097639,0.097446,,,,151.35,42.0,11.0,10.0,57.0
0.01,800.0,0.25,2.0,12.0,1.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.946619,0.88899,0.890144,0.068212,0.098369,0.097861,,,,34.52,42.0,11.0,10.0,58.0
0.01,800.0,0.25,4.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.958855,0.890465,0.89055,0.059886,0.097713,0.097681,,,,148.48,42.0,11.0,10.0,59.0
0.01,800.0,0.25,8.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.955433,0.890424,0.890862,0.062327,0.097732,0.097541,,,,149.28,42.0,11.0,10.0,60.0
0.01,800.0,0.25,16.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.948739,0.890885,0.891687,0.066844,0.097526,0.097172,,,,156.69,42.0,11.0,10.0,61.0
0.01,800.0,0.25,32.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.939903,0.891266,0.891581,0.072376,0.097355,0.097219,,,,144.15,42.0,11.0,10.0,62.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.929657,0.89128,0.891791,0.078303,0.097349,0.097125,,,,142.93,42.0,11.0,10.0,63.0
1e-08,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,1.3e-05,1.3e-05,1.3e-05,0.295234,0.295239,0.295255,,,,126.44,42.0,11.0,10.0,64.0
1e-06,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.001311,0.001292,0.001298,0.295043,0.295051,0.295065,,,,127.92,42.0,11.0,10.0,65.0
0.0001,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.121842,0.120077,0.120568,0.276666,0.276949,0.276886,,,,127.23,42.0,11.0,10.0,66.0
0.1,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.98459,0.861999,0.863191,0.03665,0.109678,0.109209,,,,145.11,42.0,11.0,10.0,67.0
1.0,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,-29974033.789853,-73926531.245478,-192403744.9591,1616.375416,2538.500694,4095.501153,,,,150.13,42.0,11.0,10.0,68.0
10.0,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.0,0.0,0.0,0.0,0.0,0.0,,,,68.81,42.0,11.0,10.0,69.0
0.01,800.0,0.25,64.0,12.0,0.7,['Effective Disposals'],0.44653042996227,0.615496,0.57999,0.581085,0.183071,0.19134,0.191101,,,,35.52,42.0,1.0,0.0,70.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals']",0.5902700666140068,0.653649,0.601165,0.603256,0.173751,0.186455,0.185975,,,,31.72,42.0,2.0,1.0,71.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions']",0.6884421836299831,0.732341,0.671373,0.678623,0.152743,0.16925,0.167381,,,,54.15,42.0,3.0,2.0,72.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals']",0.7573402957514369,0.804582,0.749886,0.752943,0.130512,0.147654,0.146757,,,,48.73,42.0,4.0,3.0,73.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements']",0.7965879020682821,0.819199,0.758812,0.763132,0.125536,0.144996,0.143699,,,,69.6,42.0,5.0,4.0,74.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,0.84581,0.789893,0.7952,0.11593,0.135331,0.133618,,,,85.51,42.0,6.0,5.0,75.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks']",0.8643600434499222,0.867098,0.814115,0.816572,0.10763,0.127291,0.126454,,,,87.52,42.0,7.0,6.0,76.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles']",0.8888584293867895,0.890536,0.839408,0.843305,0.09768,0.118315,0.116877,,,,106.6,42.0,8.0,7.0,77.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters']",0.908246584633331,0.909759,0.864463,0.86721,0.088689,0.108694,0.107593,,,,128.2,42.0,9.0,8.0,78.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.921724797043356,0.926836,0.887096,0.888762,0.079858,0.099205,0.098475,,,,147.98,42.0,10.0,9.0,79.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50']",0.9370952172710802,0.930409,0.89116,0.892284,0.077884,0.097403,0.096904,,,,161.47,42.0,12.0,11.0,80.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained']",0.943798522826618,0.932059,0.892225,0.892931,0.076955,0.096925,0.096612,,,,180.43,42.0,13.0,12.0,81.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks']",0.9503332272292372,0.934853,0.895807,0.895419,0.075356,0.095301,0.095483,,,,183.1,42.0,14.0,13.0,82.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists']",0.9565296687326263,0.937983,0.898016,0.898135,0.073523,0.094285,0.094235,,,,201.13,42.0,15.0,14.0,83.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts']",0.9611499564974356,0.939671,0.898496,0.899447,0.072516,0.094063,0.093626,,,,221.1,42.0,16.0,15.0,84.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50']",0.9645858003064072,0.939864,0.899001,0.899476,0.072399,0.093829,0.093613,,,,217.58,42.0,17.0,16.0,85.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists']",0.9673770870917228,0.940376,0.900039,0.900105,0.072091,0.093345,0.093319,,,,230.11,42.0,18.0,17.0,86.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.940773,0.899608,0.900256,0.07185,0.093546,0.093249,,,,249.37,42.0,19.0,18.0,87.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50']",0.9727234836103577,0.94136,0.900294,0.900625,0.071493,0.093226,0.093076,,,,262.92,42.0,20.0,19.0,88.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs']",0.975217379174236,0.94137,0.900596,0.901359,0.071487,0.093085,0.092732,,,,265.96,42.0,21.0,20.0,89.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50']",0.9773390168194316,0.9417,0.900367,0.900778,0.071286,0.093192,0.093005,,,,286.16,42.0,22.0,21.0,90.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %']",0.9794518706907822,0.942206,0.900375,0.901072,0.070976,0.093188,0.092867,,,,304.23,42.0,23.0,22.0,91.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s']",0.981268113923304,0.9429,0.900991,0.90131,0.070548,0.0929,0.092755,,,,333.93,42.0,24.0,23.0,92.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %']",0.9830121267145816,0.943253,0.900857,0.901758,0.07033,0.092963,0.092544,,,,330.26,42.0,25.0,24.0,93.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks']",0.9847276615664784,0.943414,0.900529,0.901952,0.07023,0.093116,0.092453,,,,344.88,42.0,26.0,25.0,94.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For']",0.9864022991207512,0.943769,0.901003,0.901716,0.07001,0.092894,0.092564,,,,343.5,42.0,27.0,26.0,95.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances']",0.9880071555759266,0.944191,0.901565,0.901774,0.069746,0.09263,0.092537,,,,362.62,42.0,28.0,27.0,96.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,0.944288,0.901227,0.901793,0.069686,0.092789,0.092528,,,,379.89,42.0,29.0,28.0,97.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers']",0.9911132734549049,0.944546,0.901191,0.901651,0.069524,0.092806,0.092595,,,,396.75,42.0,30.0,29.0,98.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces']",0.9926434124424228,0.945577,0.902258,0.902595,0.068875,0.092304,0.092149,,,,394.46,42.0,31.0,30.0,99.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions']",0.9941282512295924,0.945761,0.902702,0.902782,0.068759,0.092093,0.09206,,,,412.39,42.0,32.0,31.0,100.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances']",0.9954600443092164,0.94602,0.902551,0.902619,0.068594,0.092165,0.092138,,,,432.6,42.0,33.0,32.0,101.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds']",0.9967759764723418,0.946012,0.902254,0.90289,0.068599,0.092305,0.092009,,,,428.43,42.0,34.0,33.0,102.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances']",0.998079867999009,0.946232,0.902295,0.902014,0.068459,0.092286,0.092423,,,,446.39,42.0,35.0,34.0,103.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",0.999192674212217,0.946208,0.902343,0.902344,0.068475,0.092263,0.092268,,,,465.11,42.0,36.0,35.0,104.0
0.01,800.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,0.947321,0.903042,0.902953,0.067762,0.091933,0.091979,,,,453.17,42.0,37.0,36.0,105.0
0.01,25.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,0.328452,0.322284,0.323251,0.24194,0.243053,0.242892,,,,13.92,42.0,37.0,36.0,106.0
0.01,50.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,0.53609,0.525133,0.527054,0.201088,0.203452,0.203051,,,,25.62,42.0,37.0,36.0,107.0
0.01,100.0,0.25,64.0,12.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,0.754485,0.736613,0.73882,0.146288,0.151521,0.150893,,,,51.92,42.0,37.0,36.0,108.0
