learning_rate,n_estimators,subsample,min_samples_split,max_depth,max_features,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train rmse,Val rmse,Test rmse,Train mape,Val mape,Test mape,Time,random_state,n_columns,n_features,Precedence
0.01,400.0,0.25,4.0,3.0,0.25,['Effective Disposals'],0.44653042996227,0.587204,0.585297,0.586445,0.189687,0.190128,0.189875,,,,5.66,42.0,1.0,0.0,159.0
0.01,400.0,0.25,8.0,3.0,0.25,['Effective Disposals'],0.44653042996227,0.587197,0.585295,0.58645,0.189688,0.190128,0.189874,,,,7.15,42.0,1.0,0.0,160.0
0.01,400.0,0.25,16.0,3.0,0.25,['Effective Disposals'],0.44653042996227,0.587193,0.585294,0.586447,0.18969,0.190129,0.189874,,,,5.72,42.0,1.0,0.0,161.0
0.01,400.0,0.25,32.0,3.0,0.25,['Effective Disposals'],0.44653042996227,0.587184,0.585287,0.586453,0.189691,0.19013,0.189873,,,,7.16,42.0,1.0,0.0,162.0
0.01,400.0,0.25,64.0,3.0,0.25,['Effective Disposals'],0.44653042996227,0.587172,0.585292,0.586453,0.189694,0.190129,0.189873,,,,5.69,42.0,1.0,0.0,163.0
1e-08,400.0,0.25,2.0,3.0,0.25,['Effective Disposals'],0.44653042996227,5e-06,5e-06,5e-06,0.295236,0.295241,0.295256,,,,7.31,42.0,1.0,0.0,164.0
1e-06,400.0,0.25,2.0,3.0,0.25,['Effective Disposals'],0.44653042996227,0.000461,0.000458,0.000461,0.295168,0.295174,0.295189,,,,5.81,42.0,1.0,0.0,165.0
0.0001,400.0,0.25,2.0,3.0,0.25,['Effective Disposals'],0.44653042996227,0.044307,0.044064,0.044362,0.288622,0.288663,0.288634,,,,7.23,42.0,1.0,0.0,166.0
0.1,400.0,0.25,2.0,3.0,0.25,['Effective Disposals'],0.44653042996227,0.595632,0.581474,0.582922,0.187741,0.191002,0.190682,,,,5.58,42.0,1.0,0.0,167.0
1.0,400.0,0.25,2.0,3.0,0.25,['Effective Disposals'],0.44653042996227,0.551489,0.483272,0.482075,0.197723,0.212231,0.212488,,,,7.13,42.0,1.0,0.0,168.0
10.0,400.0,0.25,2.0,3.0,0.25,['Effective Disposals'],0.44653042996227,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.2,42.0,1.0,0.0,169.0
0.01,400.0,0.25,2.0,3.0,0.25,"['Effective Disposals', 'Disposals']",0.5902700666140068,0.608024,0.605772,0.607364,0.184841,0.185375,0.18501,,,,6.52,42.0,2.0,1.0,170.0
0.01,400.0,0.25,2.0,3.0,0.25,"['Effective Disposals', 'Disposals', 'Contested Possessions']",0.6884421836299831,0.670865,0.66798,0.675443,0.169378,0.170122,0.168208,,,,5.65,42.0,3.0,2.0,171.0
0.01,400.0,0.25,2.0,3.0,0.25,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals']",0.7573402957514369,0.73942,0.734024,0.739195,0.150709,0.152264,0.150785,,,,5.84,42.0,4.0,3.0,172.0
0.01,400.0,0.25,2.0,3.0,0.25,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements']",0.7965879020682821,0.741859,0.73644,0.740461,0.150002,0.151571,0.150419,,,,5.79,42.0,5.0,4.0,173.0
0.01,400.0,0.25,2.0,3.0,0.25,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,0.762506,0.758311,0.761095,0.143879,0.145146,0.144315,,,,5.1,42.0,6.0,5.0,174.0
1.0,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,-2.4980074450444924e+58,-5.013181684119431e+58,-5.076403807124081e+58,4.666233820596099e+28,6.6104928728036086e+28,6.652400254299683e+28,,,,2012.14,42.0,37.0,36.0,175.0
10.0,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,,,,873.72,42.0,37.0,36.0,176.0
0.01,800.0,0.25,64.0,96.0,0.7,['Effective Disposals'],0.44653042996227005,0.6656,0.549661,0.548794,0.170727,0.198129,0.19833,,,,67.39,42.0,1.0,0.0,177.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals']",0.5902700666140068,0.746457,0.578004,0.580086,0.14866,0.191792,0.191329,,,,61.75,42.0,2.0,1.0,178.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions']",0.6884421836299831,0.820347,0.657771,0.662296,0.125137,0.172717,0.171581,,,,97.73,42.0,3.0,2.0,179.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals']",0.7573402957514369,0.870514,0.741061,0.745026,0.106238,0.150237,0.14909,,,,82.88,42.0,4.0,3.0,180.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements']",0.7965879020682821,0.885341,0.751685,0.757033,0.099971,0.147122,0.145537,,,,116.72,42.0,5.0,4.0,181.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,0.904868,0.785515,0.790827,0.091061,0.136734,0.135037,,,,143.78,42.0,6.0,5.0,182.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks']",0.8643600434499222,0.918173,0.811253,0.813492,0.084454,0.128268,0.127511,,,,144.35,42.0,7.0,6.0,183.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles']",0.8888584293867895,0.933735,0.837227,0.841281,0.076,0.119116,0.117629,,,,176.04,42.0,8.0,7.0,184.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters']",0.908246584633331,0.945902,0.862872,0.86521,0.068669,0.10933,0.1084,,,,224.09,42.0,9.0,8.0,185.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.9217247970433559,0.956431,0.886119,0.887177,0.061625,0.099633,0.099175,,,,236.61,42.0,10.0,9.0,186.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.958269,0.890811,0.89117,0.060311,0.097559,0.097404,,,,227.75,42.0,11.0,10.0,187.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50']",0.9370952172710802,0.959305,0.890591,0.891601,0.059558,0.097657,0.09721,,,,259.79,42.0,12.0,11.0,188.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained']",0.9437985228266181,0.960476,0.891669,0.892056,0.058695,0.097175,0.097006,,,,292.41,42.0,13.0,12.0,189.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks']",0.9503332272292372,0.96226,0.89498,0.895702,0.057355,0.095678,0.095354,,,,290.49,42.0,14.0,13.0,190.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists']",0.9565296687326265,0.96385,0.897818,0.898082,0.056134,0.094377,0.09426,,,,319.23,42.0,15.0,14.0,191.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts']",0.9611499564974357,0.965044,0.898831,0.898589,0.055199,0.093908,0.094025,,,,349.59,42.0,16.0,15.0,192.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50']",0.9645858003064073,0.965376,0.898985,0.89907,0.054936,0.093836,0.093802,,,,346.93,42.0,17.0,16.0,193.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists']",0.9673770870917229,0.966062,0.899774,0.900395,0.054389,0.093469,0.093184,,,,372.39,42.0,18.0,17.0,194.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.96649,0.899526,0.899976,0.054045,0.093585,0.09338,,,,399.08,42.0,19.0,18.0,195.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50']",0.9727234836103577,0.967185,0.89985,0.900508,0.053482,0.093433,0.093131,,,,420.03,42.0,20.0,19.0,196.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs']",0.9752173791742361,0.967288,0.900236,0.90068,0.053397,0.093253,0.09305,,,,421.15,42.0,21.0,20.0,197.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50']",0.9773390168194317,0.967557,0.899816,0.900638,0.053178,0.093449,0.09307,,,,457.3,42.0,22.0,21.0,198.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %']",0.9794518706907822,0.968046,0.900006,0.900912,0.052775,0.093361,0.092942,,,,490.53,42.0,23.0,22.0,199.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s']",0.9812681139233039,0.968466,0.900424,0.901527,0.052427,0.093165,0.092653,,,,489.74,42.0,24.0,23.0,200.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %']",0.9830121267145816,0.969012,0.900104,0.901568,0.051972,0.093315,0.092634,,,,509.5,42.0,25.0,24.0,201.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks']",0.9847276615664785,0.969069,0.900525,0.901751,0.051924,0.093118,0.092547,,,,545.33,42.0,26.0,25.0,202.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For']",0.9864022991207512,0.96931,0.900863,0.901341,0.051721,0.09296,0.09274,,,,542.93,42.0,27.0,26.0,203.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances']",0.9880071555759266,0.969619,0.901634,0.901371,0.05146,0.092597,0.092726,,,,578.95,42.0,28.0,27.0,204.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,0.97005,0.900781,0.901533,0.051094,0.092998,0.09265,,,,624.97,42.0,29.0,28.0,205.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers']",0.9911132734549049,0.970238,0.901211,0.901317,0.050933,0.092796,0.092752,,,,654.77,42.0,30.0,29.0,206.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces']",0.9926434124424229,0.970833,0.902267,0.902147,0.050421,0.092299,0.092361,,,,622.11,42.0,31.0,30.0,207.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions']",0.9941282512295924,0.970994,0.902694,0.902809,0.050282,0.092097,0.092048,,,,653.76,42.0,32.0,31.0,208.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances']",0.9954600443092163,0.97112,0.902561,0.903236,0.050172,0.09216,0.091845,,,,674.78,42.0,33.0,32.0,209.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds']",0.9967759764723418,0.971305,0.90224,0.902996,0.050012,0.092312,0.091959,,,,672.88,42.0,34.0,33.0,210.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances']",0.998079867999009,0.971537,0.902243,0.902753,0.049809,0.092311,0.092075,,,,699.95,42.0,35.0,34.0,211.0
0.01,800.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",0.999192674212217,0.971746,0.902491,0.902928,0.049626,0.092193,0.091991,,,,728.06,42.0,36.0,35.0,212.0
0.01,25.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,0.329193,0.322778,0.323516,0.241807,0.242964,0.242845,,,,13.24,42.0,37.0,36.0,213.0
0.01,50.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,0.53823,0.526803,0.528503,0.200624,0.203095,0.20274,,,,26.67,42.0,37.0,36.0,214.0
0.01,100.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,0.757507,0.738681,0.740414,0.145385,0.150926,0.150432,,,,54.32,42.0,37.0,36.0,215.0
0.01,200.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,0.895824,0.866019,0.867771,0.095291,0.108068,0.107365,,,,116.16,42.0,37.0,36.0,216.0
0.01,400.0,0.25,64.0,96.0,0.7,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,0.945631,0.899378,0.900193,0.068841,0.093653,0.093278,,,,279.57,42.0,37.0,36.0,217.0
0.01,50.0,0.85,2.0,3.0,0.85,['Effective Disposals'],0.44653042996227005,0.36712,0.36512,0.367216,0.234872,0.235246,0.23487,,,,1.6,42.0,1.0,0.0,218.0
0.01,50.0,0.85,2.0,6.0,0.85,['Effective Disposals'],0.44653042996227005,0.373291,0.370277,0.372558,0.233724,0.234289,0.233877,,,,2.75,42.0,1.0,0.0,219.0
0.01,50.0,0.85,2.0,24.0,0.85,['Effective Disposals'],0.44653042996227005,0.435834,0.359441,0.362502,0.221755,0.236296,0.235743,,,,8.56,42.0,1.0,0.0,220.0
