hidden_dim,num_encoder_layers,num_decoder_layers,num_graph_layers,graph_nhead,dropout,epochs,lr,batchnorm,grad_clip,Train r2,Val r2,Test r2,Train rmse,Val rmse,Test rmse,Train mape,Val mape,Test mape,Time,input_dim,random_state,loss,rootpath,DataFactory,output_dim,mode,verbose,Precedence,GraphDataFactory,features,n_columns,n_features,feature combo ningxiang score
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.872255,0.869334,0.871074,0.105522,0.106723,0.106016,,,,107.01,9.0,42.0,MSELoss(),./,,1.0,Regression,True,73.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters']",9.0,8.0,0.908246584633331
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.893609,0.892572,0.893084,0.096299,0.096769,0.096543,,,,106.09,10.0,42.0,MSELoss(),./,,1.0,Regression,True,74.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",10.0,9.0,0.921724797043356
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.897318,0.897239,0.896935,0.094606,0.094644,0.094789,,,,106.97,11.0,42.0,MSELoss(),./,,1.0,Regression,True,75.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",11.0,10.0,0.9296124325661
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.897711,0.897272,0.896962,0.094424,0.094628,0.094776,,,,105.27,12.0,42.0,MSELoss(),./,,1.0,Regression,True,76.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50']",12.0,11.0,0.9370952172710802
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.89879,0.898245,0.898271,0.093925,0.094179,0.094172,,,,106.87,13.0,42.0,MSELoss(),./,,1.0,Regression,True,77.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained']",13.0,12.0,0.943798522826618
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.902431,0.9016,0.901385,0.09222,0.092614,0.09272,,,,106.14,14.0,42.0,MSELoss(),./,,1.0,Regression,True,78.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks']",14.0,13.0,0.9503332272292372
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.905494,0.905372,0.903949,0.090761,0.090821,0.091506,,,,105.07,15.0,42.0,MSELoss(),./,,1.0,Regression,True,79.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists']",15.0,14.0,0.9565296687326263
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.907775,0.906197,0.905885,0.089659,0.090424,0.090579,,,,106.16,16.0,42.0,MSELoss(),./,,1.0,Regression,True,80.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts']",16.0,15.0,0.9611499564974356
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.906672,0.905423,0.905152,0.090194,0.090796,0.090932,,,,104.97,17.0,42.0,MSELoss(),./,,1.0,Regression,True,81.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50']",17.0,16.0,0.9645858003064072
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.907936,0.907042,0.906262,0.089581,0.090016,0.090398,,,,105.93,18.0,42.0,MSELoss(),./,,1.0,Regression,True,82.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists']",18.0,17.0,0.9673770870917228
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.908302,0.907239,0.906554,0.089402,0.089921,0.090257,,,,105.08,19.0,42.0,MSELoss(),./,,1.0,Regression,True,83.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",19.0,18.0,0.9701515001846404
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.907037,0.906198,0.905153,0.090017,0.090424,0.090931,,,,109.66,20.0,42.0,MSELoss(),./,,1.0,Regression,True,84.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50']",20.0,19.0,0.9727234836103577
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.907582,0.90656,0.905873,0.089753,0.090249,0.090585,,,,105.75,21.0,42.0,MSELoss(),./,,1.0,Regression,True,85.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs']",21.0,20.0,0.975217379174236
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.90829,0.907105,0.906925,0.089408,0.089986,0.090078,,,,104.53,22.0,42.0,MSELoss(),./,,1.0,Regression,True,86.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50']",22.0,21.0,0.9773390168194316
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.908341,0.90699,0.906522,0.089383,0.090042,0.090272,,,,106.11,23.0,42.0,MSELoss(),./,,1.0,Regression,True,87.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %']",23.0,22.0,0.9794518706907822
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.90886,0.907491,0.907264,0.08913,0.089798,0.089913,,,,104.8,24.0,42.0,MSELoss(),./,,1.0,Regression,True,88.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s']",24.0,23.0,0.981268113923304
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.909477,0.908463,0.907683,0.088828,0.089326,0.08971,,,,106.34,25.0,42.0,MSELoss(),./,,1.0,Regression,True,89.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %']",25.0,24.0,0.9830121267145816
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.909388,0.907944,0.907483,0.088871,0.089578,0.089807,,,,106.04,26.0,42.0,MSELoss(),./,,1.0,Regression,True,90.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks']",26.0,25.0,0.9847276615664784
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.908897,0.907498,0.907015,0.089112,0.089795,0.090034,,,,107.35,27.0,42.0,MSELoss(),./,,1.0,Regression,True,91.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For']",27.0,26.0,0.9864022991207512
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.909666,0.908204,0.907448,0.088735,0.089452,0.089824,,,,106.95,28.0,42.0,MSELoss(),./,,1.0,Regression,True,92.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances']",28.0,27.0,0.9880071555759266
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.908862,0.907961,0.906627,0.089129,0.08957,0.090221,,,,105.57,29.0,42.0,MSELoss(),./,,1.0,Regression,True,93.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",29.0,28.0,0.989568451403329
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.910422,0.908859,0.90786,0.088363,0.089132,0.089624,,,,106.45,30.0,42.0,MSELoss(),./,,1.0,Regression,True,94.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers']",30.0,29.0,0.9911132734549049
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.910766,0.909727,0.90847,0.088193,0.088707,0.089327,,,,105.27,31.0,42.0,MSELoss(),./,,1.0,Regression,True,95.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces']",31.0,30.0,0.9926434124424228
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.910485,0.908771,0.908061,0.088332,0.089175,0.089526,,,,106.73,32.0,42.0,MSELoss(),./,,1.0,Regression,True,96.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions']",32.0,31.0,0.9941282512295924
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.911862,0.910345,0.909206,0.08765,0.088402,0.088967,,,,106.77,33.0,42.0,MSELoss(),./,,1.0,Regression,True,97.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances']",33.0,32.0,0.9954600443092164
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.911886,0.909886,0.909196,0.087638,0.088629,0.088972,,,,105.85,34.0,42.0,MSELoss(),./,,1.0,Regression,True,98.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds']",34.0,33.0,0.9967759764723418
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.911448,0.909498,0.908721,0.087855,0.088819,0.089205,,,,106.87,35.0,42.0,MSELoss(),./,,1.0,Regression,True,99.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances']",35.0,34.0,0.998079867999009
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.912121,0.910494,0.909862,0.087521,0.088329,0.088645,,,,105.59,37.0,42.0,MSELoss(),./,,1.0,Regression,True,100.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",37.0,36.0,1.0000000000000002
16.0,1.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.912289,0.90989,0.909926,0.087437,0.088627,0.088613,,,,98.32,37.0,42.0,MSELoss(),./,,1.0,Regression,True,101.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",37.0,36.0,1.0000000000000002
16.0,2.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.912803,0.911208,0.910069,0.087181,0.087976,0.088543,,,,101.16,37.0,42.0,MSELoss(),./,,1.0,Regression,True,102.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",37.0,36.0,1.0000000000000002
16.0,4.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.91168,0.909678,0.90875,0.08774,0.088731,0.08919,,,,111.85,37.0,42.0,MSELoss(),./,,1.0,Regression,True,103.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",37.0,36.0,1.0000000000000002
16.0,2.0,1.0,1.0,0.0,0.0,15.0,0.001,False,True,-0.0,-0.0,-0.0,0.295236,0.295241,0.295257,,,,45.58,37.0,42.0,MSELoss(),./,,1.0,Regression,True,104.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",37.0,36.0,1.0000000000000002
16.0,2.0,1.0,1.0,2.0,0.0,15.0,0.001,False,True,0.912476,0.910895,0.909809,0.087344,0.088131,0.088671,,,,82.26,37.0,42.0,MSELoss(),./,,1.0,Regression,True,105.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",37.0,36.0,1.0000000000000002
16.0,2.0,1.0,1.0,8.0,0.0,15.0,0.001,False,True,0.912685,0.911182,0.910029,0.08724,0.087989,0.088563,,,,138.91,37.0,42.0,MSELoss(),./,,1.0,Regression,True,106.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",37.0,36.0,1.0000000000000002
16.0,2.0,1.0,2.0,4.0,0.0,15.0,0.001,False,True,0.913344,0.911665,0.910686,0.08691,0.087749,0.088239,,,,159.5,37.0,42.0,MSELoss(),./,,1.0,Regression,True,107.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",37.0,36.0,1.0000000000000002
16.0,2.0,2.0,2.0,4.0,0.0,15.0,0.001,False,True,0.913758,0.911631,0.910497,0.086702,0.087766,0.088332,,,,164.61,37.0,42.0,MSELoss(),./,,1.0,Regression,True,108.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",37.0,36.0,1.0000000000000002
