hidden_dim,num_encoder_layers,num_decoder_layers,num_graph_layers,graph_nhead,dropout,epochs,lr,batchnorm,grad_clip,Train r2,Val r2,Test r2,Train rmse,Val rmse,Test rmse,Train mape,Val mape,Test mape,Time,input_dim,random_state,loss,rootpath,DataFactory,output_dim,mode,verbose,Precedence,GraphDataFactory,features,n_columns,n_features,feature combo ningxiang score
16.0,4.0,1.0,1.0,4.0,0.1,10.0,0.01,False,True,0.893905,0.89387,0.893087,0.096165,0.096183,0.096542,,,,82.05,36.0,42.0,MSELoss(),./,,1.0,Regression,True,39.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",36.0,35.0,0.999192674212217
16.0,3.0,1.0,1.0,0.0,0.1,10.0,0.01,False,True,-0.0,-0.0,-0.0,0.295236,0.295241,0.295257,,,,36.44,36.0,42.0,MSELoss(),./,,1.0,Regression,True,40.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",36.0,35.0,0.999192674212217
16.0,3.0,1.0,1.0,2.0,0.1,10.0,0.01,False,True,0.895488,0.894677,0.894999,0.095445,0.095816,0.095675,,,,63.53,36.0,42.0,MSELoss(),./,,1.0,Regression,True,41.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",36.0,35.0,0.999192674212217
16.0,3.0,1.0,1.0,8.0,0.1,10.0,0.01,False,True,0.894259,0.894374,0.893424,0.096004,0.095954,0.09639,,,,105.55,36.0,42.0,MSELoss(),./,,1.0,Regression,True,42.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",36.0,35.0,0.999192674212217
16.0,3.0,1.0,2.0,4.0,0.1,10.0,0.01,False,True,0.893669,0.893479,0.891901,0.096272,0.09636,0.097076,,,,123.06,36.0,42.0,MSELoss(),./,,1.0,Regression,True,43.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",36.0,35.0,0.999192674212217
16.0,3.0,2.0,1.0,4.0,0.1,10.0,0.01,False,True,0.898795,0.897233,0.897965,0.093923,0.094647,0.094314,,,,80.92,36.0,42.0,MSELoss(),./,,1.0,Regression,True,44.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",36.0,35.0,0.999192674212217
16.0,3.0,3.0,1.0,4.0,0.1,10.0,0.01,False,True,0.877885,0.878016,0.877339,0.10317,0.103117,0.103408,,,,85.84,36.0,42.0,MSELoss(),./,,1.0,Regression,True,45.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",36.0,35.0,0.999192674212217
4.0,3.0,1.0,1.0,4.0,0.1,10.0,0.01,False,True,-0.0,-0.0,-0.0,0.295236,0.295241,0.295257,,,,77.21,36.0,42.0,MSELoss(),./,,1.0,Regression,True,46.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",36.0,35.0,0.999192674212217
32.0,3.0,1.0,1.0,4.0,0.1,10.0,0.01,False,True,0.834533,0.833486,0.835078,0.120095,0.120476,0.119906,,,,78.99,36.0,42.0,MSELoss(),./,,1.0,Regression,True,47.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",36.0,35.0,0.999192674212217
64.0,3.0,1.0,1.0,4.0,0.1,10.0,0.01,False,True,0.874231,0.874308,0.872785,0.104702,0.104672,0.10531,,,,77.9,36.0,42.0,MSELoss(),./,,1.0,Regression,True,48.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",36.0,35.0,0.999192674212217
128.0,3.0,1.0,1.0,4.0,0.1,10.0,0.01,False,True,0.890087,0.889145,0.888747,0.09788,0.0983,0.098482,,,,78.96,36.0,42.0,MSELoss(),./,,1.0,Regression,True,49.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",36.0,35.0,0.999192674212217
256.0,3.0,1.0,1.0,4.0,0.1,10.0,0.01,False,True,0.90028,0.898284,0.897757,0.093231,0.094161,0.09441,,,,80.03,36.0,42.0,MSELoss(),./,,1.0,Regression,True,50.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",36.0,35.0,0.999192674212217
512.0,3.0,1.0,1.0,4.0,0.1,10.0,0.01,False,True,0.891474,0.888112,0.886747,0.09726,0.098757,0.099363,,,,84.6,36.0,42.0,MSELoss(),./,,1.0,Regression,True,51.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",36.0,35.0,0.999192674212217
16.0,3.0,1.0,1.0,4.0,0.0,10.0,0.01,False,True,0.903657,0.902571,0.900812,0.091639,0.092156,0.092989,,,,70.03,36.0,42.0,MSELoss(),./,,1.0,Regression,True,52.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",36.0,35.0,0.999192674212217
16.0,3.0,1.0,1.0,4.0,0.05,10.0,0.01,False,True,0.898984,0.897746,0.89711,0.093835,0.09441,0.094708,,,,76.95,36.0,42.0,MSELoss(),./,,1.0,Regression,True,53.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",36.0,35.0,0.999192674212217
16.0,3.0,1.0,1.0,4.0,0.15,10.0,0.01,False,True,0.897006,0.8952,0.895395,0.094749,0.095578,0.095494,,,,78.28,36.0,42.0,MSELoss(),./,,1.0,Regression,True,54.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",36.0,35.0,0.999192674212217
16.0,3.0,1.0,1.0,4.0,0.2,10.0,0.01,False,True,0.885968,0.886174,0.885876,0.099697,0.099609,0.099744,,,,77.52,36.0,42.0,MSELoss(),./,,1.0,Regression,True,55.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",36.0,35.0,0.999192674212217
16.0,3.0,1.0,1.0,4.0,0.0,10.0,0.01,True,True,0.899173,0.898279,0.896674,0.093747,0.094164,0.094909,,,,78.58,36.0,42.0,MSELoss(),./,,1.0,Regression,True,56.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",36.0,35.0,0.999192674212217
16.0,3.0,1.0,1.0,4.0,0.0,10.0,0.01,False,False,0.902655,0.901225,0.899729,0.092114,0.09279,0.093495,,,,64.71,36.0,42.0,MSELoss(),./,,1.0,Regression,True,57.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",36.0,35.0,0.999192674212217
16.0,3.0,1.0,1.0,4.0,0.0,10.0,1e-05,False,True,0.902867,0.90265,0.901985,0.092014,0.092118,0.092437,,,,70.74,36.0,42.0,MSELoss(),./,,1.0,Regression,True,58.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",36.0,35.0,0.999192674212217
16.0,3.0,1.0,1.0,4.0,0.0,10.0,0.0001,False,True,0.906277,0.904556,0.904276,0.090384,0.091212,0.09135,,,,71.24,36.0,42.0,MSELoss(),./,,1.0,Regression,True,59.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",36.0,35.0,0.999192674212217
16.0,3.0,1.0,1.0,4.0,0.0,10.0,0.001,False,True,0.90842,0.906378,0.905799,0.089345,0.090337,0.090621,,,,70.06,36.0,42.0,MSELoss(),./,,1.0,Regression,True,60.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",36.0,35.0,0.999192674212217
16.0,3.0,1.0,1.0,4.0,0.0,10.0,0.1,False,True,0.867124,0.867346,0.86705,0.10762,0.107532,0.107657,,,,71.22,36.0,42.0,MSELoss(),./,,1.0,Regression,True,61.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",36.0,35.0,0.999192674212217
16.0,3.0,1.0,1.0,4.0,0.0,5.0,0.001,False,True,0.908342,0.90732,0.906519,0.089383,0.089882,0.090274,,,,35.8,36.0,42.0,MSELoss(),./,,1.0,Regression,True,62.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",36.0,35.0,0.999192674212217
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.911653,0.909792,0.909084,0.087754,0.088675,0.089027,,,,108.99,36.0,42.0,MSELoss(),./,,1.0,Regression,True,63.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",36.0,35.0,0.999192674212217
16.0,3.0,1.0,1.0,4.0,0.0,20.0,0.001,False,True,0.911581,0.9092,0.907513,0.08779,0.088965,0.089793,,,,141.26,36.0,42.0,MSELoss(),./,,1.0,Regression,True,64.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",36.0,35.0,0.999192674212217
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.584168,0.584217,0.584915,0.190383,0.190375,0.190226,,,,105.87,1.0,42.0,MSELoss(),./,,1.0,Regression,True,65.0,<function GraphDataFactory at 0x797de551e050>,['Effective Disposals'],1.0,0.0,0.44653042996227
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.604667,0.604584,0.605878,0.185631,0.185654,0.18536,,,,106.54,2.0,42.0,MSELoss(),./,,1.0,Regression,True,66.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals']",2.0,1.0,0.5902700666140068
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.676943,0.676267,0.683476,0.167807,0.167985,0.166113,,,,105.55,3.0,42.0,MSELoss(),./,,1.0,Regression,True,67.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions']",3.0,2.0,0.6884421836299831
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.758124,0.753414,0.757667,0.1452,0.146609,0.145347,,,,108.7,4.0,42.0,MSELoss(),./,,1.0,Regression,True,68.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals']",4.0,3.0,0.7573402957514369
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.767854,0.762885,0.766795,0.142249,0.143766,0.142583,,,,105.73,5.0,42.0,MSELoss(),./,,1.0,Regression,True,69.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements']",5.0,4.0,0.7965879020682821
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.799514,0.794469,0.797255,0.132194,0.133849,0.132946,,,,107.32,6.0,42.0,MSELoss(),./,,1.0,Regression,True,70.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",6.0,5.0,0.8334493582092865
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.820674,0.817974,0.818769,0.125023,0.125963,0.125695,,,,105.83,7.0,42.0,MSELoss(),./,,1.0,Regression,True,71.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks']",7.0,6.0,0.8643600434499222
16.0,3.0,1.0,1.0,4.0,0.0,15.0,0.001,False,True,0.846897,0.842717,0.845141,0.115521,0.11709,0.11619,,,,106.25,8.0,42.0,MSELoss(),./,,1.0,Regression,True,72.0,<function GraphDataFactory at 0x797de551e050>,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles']",8.0,7.0,0.8888584293867895
