n_estimators,max_depth,max_samples,max_features,ccp_alpha,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train rmse,Val rmse,Test rmse,Train mape,Val mape,Test mape,Time,random_state,n_jobs,bootstrap,n_columns,n_features,Precedence
25.0,12.0,0.4,0.4,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers']",0.9911132734549049,0.852425,0.826051,0.828816,0.113417,0.123137,0.122161,,,,0.6,42.0,-1.0,True,30.0,29.0,1552.0
25.0,48.0,0.4,0.4,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers']",0.9911132734549049,0.933355,0.856562,0.858726,0.076217,0.111817,0.110977,,,,7.68,42.0,-1.0,True,30.0,29.0,1553.0
50.0,24.0,0.4,1.0,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.871474,0.831503,0.832123,0.105844,0.121192,0.120975,,,,1.7,42.0,-1.0,True,11.0,10.0,1554.0
25.0,12.0,0.4,1.0,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.701892,0.696613,0.697328,0.161197,0.16262,0.162438,,,,0.24,42.0,-1.0,True,11.0,10.0,1555.0
25.0,24.0,0.55,1.0,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.867895,0.820061,0.822883,0.107307,0.125239,0.12426,,,,1.72,42.0,-1.0,True,11.0,10.0,1556.0
25.0,24.0,0.4,0.85,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.937303,0.867501,0.869607,0.073925,0.107469,0.106617,,,,5.47,42.0,-1.0,True,11.0,10.0,1557.0
25.0,24.0,0.4,1.0,1e-06,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.86243,0.826845,0.825912,0.109504,0.122855,0.123193,,,,4.03,42.0,-1.0,True,11.0,10.0,1558.0
25.0,24.0,0.4,1.0,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.921724797043356,0.874342,0.829416,0.830988,0.104656,0.12194,0.121383,,,,1.08,42.0,-1.0,True,10.0,9.0,1559.0
25.0,24.0,0.4,1.0,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50']",0.9370952172710802,0.864107,0.821356,0.8215,0.108835,0.124788,0.124744,,,,1.12,42.0,-1.0,True,12.0,11.0,1560.0
100.0,24.0,0.4,1.0,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.873541,0.834338,0.834639,0.104989,0.120168,0.120065,,,,2.49,42.0,-1.0,True,11.0,10.0,1561.0
50.0,12.0,0.4,1.0,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.7187,0.713268,0.714601,0.156586,0.158094,0.157734,,,,0.3,42.0,-1.0,True,11.0,10.0,1562.0
50.0,48.0,0.4,1.0,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.931524,0.852881,0.851506,0.077257,0.113243,0.113777,,,,3.96,42.0,-1.0,True,11.0,10.0,1563.0
50.0,24.0,0.55,1.0,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.875319,0.829164,0.831326,0.104249,0.12203,0.121262,,,,2.65,42.0,-1.0,True,11.0,10.0,1564.0
50.0,24.0,0.4,0.85,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.94067,0.872926,0.873896,0.071913,0.105246,0.104849,,,,12.02,42.0,-1.0,True,11.0,10.0,1565.0
50.0,24.0,0.4,1.0,1e-06,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.866457,0.830856,0.831568,0.10789,0.121424,0.121175,,,,9.72,42.0,-1.0,True,11.0,10.0,1566.0
50.0,24.0,0.4,1.0,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.921724797043356,0.877009,0.834373,0.834965,0.10354,0.120155,0.119947,,,,1.3,42.0,-1.0,True,10.0,9.0,1567.0
50.0,24.0,0.4,1.0,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50']",0.9370952172710802,0.86541,0.824805,0.825134,0.108312,0.123577,0.123468,,,,1.19,42.0,-1.0,True,12.0,11.0,1568.0
25.0,12.0,0.4,0.85,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.865381,0.842805,0.846109,0.108324,0.117057,0.115826,,,,0.53,42.0,-1.0,True,11.0,10.0,1569.0
25.0,48.0,0.4,0.85,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.939072,0.868425,0.870364,0.072875,0.107093,0.106307,,,,9.07,42.0,-1.0,True,11.0,10.0,1570.0
25.0,24.0,0.55,0.85,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.951935,0.869223,0.872121,0.064727,0.106768,0.105584,,,,13.55,42.0,-1.0,True,11.0,10.0,1571.0
25.0,24.0,0.4,0.85,1e-06,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.926147,0.867793,0.86964,0.080233,0.10735,0.106604,,,,33.94,42.0,-1.0,True,11.0,10.0,1572.0
25.0,24.0,0.4,0.85,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.921724797043356,0.936514,0.866165,0.868515,0.074389,0.10801,0.107063,,,,6.22,42.0,-1.0,True,10.0,9.0,1573.0
25.0,24.0,0.4,0.85,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50']",0.9370952172710802,0.937668,0.869149,0.871023,0.07371,0.106799,0.106037,,,,6.55,42.0,-1.0,True,12.0,11.0,1574.0
25.0,12.0,0.4,1.0,1e-06,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.701621,0.696555,0.697411,0.16127,0.162636,0.162415,,,,0.17,42.0,-1.0,True,11.0,10.0,1575.0
25.0,48.0,0.4,1.0,1e-06,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.914226,0.844593,0.843447,0.086466,0.116389,0.116824,,,,26.11,42.0,-1.0,True,11.0,10.0,1576.0
25.0,24.0,0.55,1.0,1e-06,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.860035,0.819908,0.822774,0.110453,0.125292,0.124298,,,,5.46,42.0,-1.0,True,11.0,10.0,1577.0
25.0,24.0,0.4,1.0,0.0001,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.742858,0.741733,0.741168,0.149712,0.150042,0.150214,,,,6.61,42.0,-1.0,True,11.0,10.0,1578.0
25.0,24.0,0.4,1.0,1e-06,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.921724797043356,0.868902,0.829733,0.831007,0.106898,0.121827,0.121377,,,,5.31,42.0,-1.0,True,10.0,9.0,1579.0
25.0,24.0,0.4,1.0,1e-06,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50']",0.9370952172710802,0.859143,0.821079,0.821514,0.110805,0.124884,0.124739,,,,4.32,42.0,-1.0,True,12.0,11.0,1580.0
25.0,12.0,0.4,1.0,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.921724797043356,0.722537,0.717142,0.717831,0.155515,0.157022,0.156839,,,,0.14,42.0,-1.0,True,10.0,9.0,1581.0
25.0,48.0,0.4,1.0,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.921724797043356,0.926928,0.845525,0.846978,0.079808,0.116039,0.115499,,,,2.74,42.0,-1.0,True,10.0,9.0,1582.0
25.0,24.0,0.55,1.0,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.921724797043356,0.880955,0.832606,0.833282,0.101865,0.120794,0.120557,,,,2.06,42.0,-1.0,True,10.0,9.0,1583.0
25.0,24.0,0.4,1.0,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters']",0.908246584633331,0.864884,0.821118,0.82167,0.108523,0.124871,0.124684,,,,0.63,42.0,-1.0,True,9.0,8.0,1584.0
50.0,24.0,0.4,1.0,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,0.816242,0.765977,0.766015,0.126559,0.142826,0.142822,,,,1.04,42.0,-1.0,True,29.0,28.0,1585.0
25.0,12.0,0.4,1.0,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,0.602217,0.596428,0.596056,0.186206,0.187559,0.187655,,,,0.15,42.0,-1.0,True,29.0,28.0,1586.0
25.0,24.0,0.55,1.0,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,0.814445,0.754379,0.755835,0.127176,0.146322,0.145896,,,,0.82,42.0,-1.0,True,29.0,28.0,1587.0
25.0,24.0,0.4,0.85,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,0.937383,0.864917,0.868038,0.073878,0.108512,0.107257,,,,9.92,42.0,-1.0,True,29.0,28.0,1588.0
25.0,24.0,0.4,1.0,1e-06,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,0.808729,0.76023,0.760424,0.12912,0.144569,0.144518,,,,3.2,42.0,-1.0,True,29.0,28.0,1589.0
25.0,24.0,0.4,1.0,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances']",0.9880071555759266,0.827359,0.772986,0.77624,0.122671,0.140671,0.139666,,,,0.57,42.0,-1.0,True,28.0,27.0,1590.0
25.0,24.0,0.4,1.0,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers']",0.9911132734549049,0.811859,0.755645,0.758364,0.128059,0.145945,0.145138,,,,0.55,42.0,-1.0,True,30.0,29.0,1591.0
100.0,24.0,0.4,1.0,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,0.818574,0.768612,0.768982,0.125753,0.142019,0.141913,,,,2.05,42.0,-1.0,True,29.0,28.0,1592.0
50.0,12.0,0.4,1.0,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,0.600531,0.594414,0.594741,0.1866,0.188026,0.187961,,,,0.27,42.0,-1.0,True,29.0,28.0,1593.0
50.0,48.0,0.4,1.0,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,0.910735,0.806426,0.806886,0.088209,0.129898,0.12975,,,,5.74,42.0,-1.0,True,29.0,28.0,1594.0
50.0,24.0,0.55,1.0,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,0.817151,0.760079,0.761184,0.126245,0.144614,0.144289,,,,1.62,42.0,-1.0,True,29.0,28.0,1595.0
50.0,24.0,0.4,0.85,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,0.9406,0.869497,0.871748,0.071955,0.106656,0.105738,,,,18.7,42.0,-1.0,True,29.0,28.0,1596.0
50.0,24.0,0.4,1.0,1e-06,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,0.812354,0.765446,0.765603,0.127891,0.142988,0.142947,,,,8.25,42.0,-1.0,True,29.0,28.0,1597.0
50.0,24.0,0.4,1.0,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances']",0.9880071555759266,0.824458,0.771803,0.774027,0.123697,0.141037,0.140355,,,,1.09,42.0,-1.0,True,28.0,27.0,1598.0
50.0,24.0,0.4,1.0,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers']",0.9911132734549049,0.814323,0.75894,0.761054,0.127218,0.144957,0.144328,,,,1.06,42.0,-1.0,True,30.0,29.0,1599.0
25.0,12.0,0.4,0.85,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,0.873903,0.845125,0.847098,0.104839,0.11619,0.115454,,,,1.04,42.0,-1.0,True,29.0,28.0,1600.0
25.0,48.0,0.4,0.85,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,0.938506,0.866283,0.868592,0.073213,0.107962,0.107031,,,,12.1,42.0,-1.0,True,29.0,28.0,1601.0
25.0,24.0,0.55,0.85,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,0.952658,0.869929,0.871232,0.064238,0.10648,0.105951,,,,17.86,42.0,-1.0,True,29.0,28.0,1602.0
25.0,24.0,0.4,0.85,1e-06,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,0.928356,0.864958,0.867972,0.079024,0.108495,0.107284,,,,37.63,42.0,-1.0,True,29.0,28.0,1603.0
25.0,24.0,0.4,0.85,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances']",0.9880071555759266,0.936649,0.865824,0.866857,0.07431,0.108147,0.107736,,,,8.33,42.0,-1.0,True,28.0,27.0,1604.0
25.0,24.0,0.4,0.85,1e-08,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers']",0.9911132734549049,0.937389,0.866615,0.868494,0.073875,0.107828,0.107071,,,,10.7,42.0,-1.0,True,30.0,29.0,1605.0
