C,degree,tol,max_iter,gamma,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train rmse,Val rmse,Test rmse,Train mape,Val mape,Test mape,Time,verbose,kernel,n_columns,n_features,Precedence
0.1,4.0,0.1,800.0,scale,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains', 'Goal Assists']",0.9712786115163126,-34.446653,-34.50563,-34.352191,1.757751,1.759243,1.755531,,,,3.71,False,poly,19.0,18.0,468.0
0.1,4.0,0.1,400.0,auto,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains', 'Goal Assists']",0.9712786115163126,-40.853664,-41.027584,-40.782569,1.910013,1.914011,1.908525,,,,1.94,False,poly,19.0,18.0,469.0
0.1,4.0,0.1,400.0,scale,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains']",0.9683489394245146,-27.566338,-27.593685,-27.532647,1.577963,1.578746,1.577144,,,,2.75,False,poly,18.0,17.0,470.0
0.1,4.0,0.1,400.0,scale,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains', 'Goal Assists', 'Tackles Inside 50']",0.9739196745428856,-28.154644,-28.236851,-27.901183,1.594129,1.596403,1.587297,,,,1.96,False,poly,20.0,19.0,471.0
0.1,6.0,0.01,400.0,scale,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains', 'Goal Assists']",0.9712786115163126,-398.624291,-402.598075,-395.851133,5.901951,5.931324,5.881852,,,,1.81,False,poly,19.0,18.0,472.0
0.1,5.0,0.001,400.0,scale,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains', 'Goal Assists']",0.9712786115163126,-49.075487,-49.941034,-48.973452,2.089211,2.107225,2.087228,,,,2.58,False,poly,19.0,18.0,473.0
0.1,5.0,0.01,200.0,scale,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains', 'Goal Assists']",0.9712786115163126,-51.042128,-51.936052,-50.800235,2.129841,2.148092,2.125035,,,,0.93,False,poly,19.0,18.0,474.0
0.1,5.0,0.01,800.0,scale,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains', 'Goal Assists']",0.9712786115163126,-58.173302,-59.371359,-58.435056,2.271081,2.293996,2.276259,,,,3.63,False,poly,19.0,18.0,475.0
0.1,5.0,0.01,400.0,auto,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains', 'Goal Assists']",0.9712786115163126,-48.200937,-48.931246,-48.278339,2.070887,2.086235,2.072661,,,,2.27,False,poly,19.0,18.0,476.0
0.1,5.0,0.01,400.0,scale,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains']",0.9683489394245146,-43.710931,-44.281242,-43.756794,1.974133,1.986718,1.975285,,,,2.0,False,poly,18.0,17.0,477.0
0.1,5.0,0.01,400.0,scale,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains', 'Goal Assists', 'Tackles Inside 50']",0.9739196745428856,-52.613343,-53.100511,-52.681002,2.161753,2.17159,2.163269,,,,1.92,False,poly,20.0,19.0,478.0
0.1,6.0,1.0,400.0,scale,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains', 'Goal Assists']",0.9712786115163126,0.0,0.0,0.0,0.295236,0.295241,0.295257,,,,0.02,False,poly,19.0,18.0,479.0
0.1,5.0,10.0,400.0,scale,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains', 'Goal Assists']",0.9712786115163126,0.0,0.0,0.0,0.295236,0.295241,0.295257,,,,0.02,False,poly,19.0,18.0,480.0
0.1,5.0,1.0,200.0,scale,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains', 'Goal Assists']",0.9712786115163126,0.0,0.0,0.0,0.295236,0.295241,0.295257,,,,0.02,False,poly,19.0,18.0,481.0
0.1,5.0,1.0,800.0,scale,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains', 'Goal Assists']",0.9712786115163126,0.0,0.0,0.0,0.295236,0.295241,0.295257,,,,0.02,False,poly,19.0,18.0,482.0
0.1,5.0,1.0,400.0,auto,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains', 'Goal Assists']",0.9712786115163126,0.0,0.0,0.0,0.295236,0.295241,0.295257,,,,0.01,False,poly,19.0,18.0,483.0
0.1,5.0,1.0,400.0,scale,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains']",0.9683489394245146,0.0,0.0,0.0,0.295236,0.295241,0.295257,,,,0.02,False,poly,18.0,17.0,484.0
0.1,5.0,1.0,400.0,scale,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains', 'Goal Assists', 'Tackles Inside 50']",0.9739196745428856,0.0,0.0,0.0,0.295236,0.295241,0.295257,,,,0.02,False,poly,20.0,19.0,485.0
0.1,6.0,0.1,400.0,auto,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains', 'Goal Assists']",0.9712786115163126,-176.799187,-179.761042,-176.828868,3.93672,3.969443,3.937326,,,,1.84,False,poly,19.0,18.0,486.0
0.1,5.0,0.1,200.0,auto,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains', 'Goal Assists']",0.9712786115163126,-78.379146,-79.081092,-78.159837,2.630406,2.642057,2.626956,,,,1.55,False,poly,19.0,18.0,487.0
0.1,5.0,0.1,800.0,auto,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains', 'Goal Assists']",0.9712786115163126,-63.8042,-64.921202,-64.111149,2.376683,2.397119,2.382473,,,,3.8,False,poly,19.0,18.0,488.0
0.1,5.0,0.1,400.0,auto,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains']",0.9683489394245146,-63.74802,-64.356124,-63.715828,2.375652,2.386823,2.375229,,,,1.83,False,poly,18.0,17.0,489.0
0.1,5.0,0.1,400.0,auto,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains', 'Goal Assists', 'Tackles Inside 50']",0.9739196745428856,-38.684454,-39.088891,-38.094183,1.859858,1.869344,1.846105,,,,3.28,False,poly,20.0,19.0,490.0
0.1,6.0,0.1,400.0,scale,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains']",0.9683489394245146,-303.299587,-308.203506,-302.012532,5.150155,5.191577,5.139615,,,,1.87,False,poly,18.0,17.0,491.0
0.1,5.0,0.1,200.0,scale,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains']",0.9683489394245146,-47.795807,-48.267246,-47.687763,2.062343,2.072317,2.060204,,,,0.86,False,poly,18.0,17.0,492.0
0.1,5.0,0.1,800.0,scale,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains']",0.9683489394245146,-79.177794,-80.175345,-78.966497,2.643606,2.660046,2.640306,,,,3.56,False,poly,18.0,17.0,493.0
0.1,5.0,0.1,400.0,scale,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50']",0.9653995721281101,-69.730241,-70.114963,-69.863209,2.482974,2.489761,2.485482,,,,1.71,False,poly,17.0,16.0,494.0
1.0,1.0,0.0001,1600.0,auto,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains', 'Goal Assists', 'Tackles Inside 50', 'Handballs']",0.9764793087738668,0.798467,0.796662,0.796941,0.132539,0.133133,0.133049,,,,5.39,False,poly,21.0,20.0,495.0
10.0,2.0,0.0001,1600.0,auto,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains', 'Goal Assists', 'Tackles Inside 50', 'Handballs']",0.9764793087738668,-2.330039,-2.29508,-2.324123,0.538759,0.535933,0.538318,,,,5.54,False,poly,21.0,20.0,496.0
10.0,1.0,0.001,1600.0,auto,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains', 'Goal Assists', 'Tackles Inside 50', 'Handballs']",0.9764793087738668,0.805045,0.802698,0.806041,0.130358,0.131142,0.130033,,,,5.17,False,poly,21.0,20.0,497.0
10.0,1.0,0.0001,800.0,auto,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains', 'Goal Assists', 'Tackles Inside 50', 'Handballs']",0.9764793087738668,0.008113,0.024545,0.015879,0.294036,0.291595,0.292903,,,,1.93,False,poly,21.0,20.0,498.0
10.0,1.0,0.0001,1600.0,auto,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains', 'Goal Assists', 'Tackles Inside 50']",0.9739196745428856,0.75619,0.754745,0.757148,0.145779,0.146213,0.145503,,,,3.31,False,poly,20.0,19.0,499.0
10.0,1.0,0.0001,1600.0,auto,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains', 'Goal Assists', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50']",0.9786263510963567,0.661122,0.658876,0.656791,0.171867,0.172438,0.172973,,,,3.7,False,poly,22.0,21.0,500.0
0.001,9.0,10.0,50.0,scale,['Effective Disposals'],0.4530041135446561,0.0,0.0,0.0,0.295236,0.295241,0.295257,,,,0.01,False,poly,1.0,0.0,501.0
0.0001,8.0,10.0,50.0,scale,['Effective Disposals'],0.4530041135446561,0.0,0.0,0.0,0.295236,0.295241,0.295257,,,,0.01,False,poly,1.0,0.0,502.0
0.0001,9.0,1.0,50.0,scale,['Effective Disposals'],0.4530041135446561,0.0,0.0,0.0,0.295236,0.295241,0.295257,,,,0.01,False,poly,1.0,0.0,503.0
0.0001,9.0,10.0,100.0,scale,['Effective Disposals'],0.4530041135446561,0.0,0.0,0.0,0.295236,0.295241,0.295257,,,,0.01,False,poly,1.0,0.0,504.0
0.0001,9.0,10.0,50.0,scale,"['Effective Disposals', 'Disposals']",0.5948160494948975,0.0,0.0,0.0,0.295236,0.295241,0.295257,,,,0.01,False,poly,2.0,1.0,505.0
0.01,9.0,10.0,50.0,scale,['Effective Disposals'],0.4530041135446561,0.0,0.0,0.0,0.295236,0.295241,0.295257,,,,0.01,False,poly,1.0,0.0,506.0
0.001,8.0,10.0,50.0,scale,['Effective Disposals'],0.4530041135446561,0.0,0.0,0.0,0.295236,0.295241,0.295257,,,,0.01,False,poly,1.0,0.0,507.0
0.001,9.0,1.0,50.0,scale,['Effective Disposals'],0.4530041135446561,0.0,0.0,0.0,0.295236,0.295241,0.295257,,,,0.01,False,poly,1.0,0.0,508.0
0.001,9.0,10.0,100.0,scale,['Effective Disposals'],0.4530041135446561,0.0,0.0,0.0,0.295236,0.295241,0.295257,,,,0.01,False,poly,1.0,0.0,509.0
0.001,9.0,10.0,50.0,auto,['Effective Disposals'],0.4530041135446561,0.0,0.0,0.0,0.295236,0.295241,0.295257,,,,0.01,False,poly,1.0,0.0,510.0
0.001,9.0,10.0,50.0,scale,"['Effective Disposals', 'Disposals']",0.5948160494948975,0.0,0.0,0.0,0.295236,0.295241,0.295257,,,,0.01,False,poly,2.0,1.0,511.0
0.0001,7.0,10.0,50.0,scale,['Effective Disposals'],0.4530041135446561,0.0,0.0,0.0,0.295236,0.295241,0.295257,,,,0.01,False,poly,1.0,0.0,512.0
0.0001,8.0,1.0,50.0,scale,['Effective Disposals'],0.4530041135446561,0.0,0.0,0.0,0.295236,0.295241,0.295257,,,,0.01,False,poly,1.0,0.0,513.0
0.0001,8.0,10.0,100.0,scale,['Effective Disposals'],0.4530041135446561,0.0,0.0,0.0,0.295236,0.295241,0.295257,,,,0.01,False,poly,1.0,0.0,514.0
0.0001,8.0,10.0,50.0,auto,['Effective Disposals'],0.4530041135446561,0.0,0.0,0.0,0.295236,0.295241,0.295257,,,,0.01,False,poly,1.0,0.0,515.0
0.0001,8.0,10.0,50.0,scale,"['Effective Disposals', 'Disposals']",0.5948160494948975,0.0,0.0,0.0,0.295236,0.295241,0.295257,,,,0.01,False,poly,2.0,1.0,516.0
0.0001,9.0,0.1,50.0,scale,['Effective Disposals'],0.4530041135446561,-0.034223,-0.033574,-0.034391,0.300246,0.300157,0.300291,,,,0.17,False,poly,1.0,0.0,517.0
0.0001,9.0,1.0,100.0,scale,['Effective Disposals'],0.4530041135446561,0.0,0.0,0.0,0.295236,0.295241,0.295257,,,,0.01,False,poly,1.0,0.0,518.0
0.0001,9.0,1.0,50.0,auto,['Effective Disposals'],0.4530041135446561,0.0,0.0,0.0,0.295236,0.295241,0.295257,,,,0.01,False,poly,1.0,0.0,519.0
0.0001,9.0,1.0,50.0,scale,"['Effective Disposals', 'Disposals']",0.5948160494948975,0.0,0.0,0.0,0.295236,0.295241,0.295257,,,,0.01,False,poly,2.0,1.0,520.0
0.0001,9.0,10.0,200.0,scale,['Effective Disposals'],0.4530041135446561,0.0,0.0,0.0,0.295236,0.295241,0.295257,,,,0.01,False,poly,1.0,0.0,521.0
0.0001,9.0,10.0,100.0,auto,['Effective Disposals'],0.4530041135446561,0.0,0.0,0.0,0.295236,0.295241,0.295257,,,,0.01,False,poly,1.0,0.0,522.0
0.0001,9.0,10.0,100.0,scale,"['Effective Disposals', 'Disposals']",0.5948160494948975,0.0,0.0,0.0,0.295236,0.295241,0.295257,,,,0.01,False,poly,2.0,1.0,523.0
0.0001,9.0,10.0,50.0,auto,"['Effective Disposals', 'Disposals']",0.5948160494948975,0.0,0.0,0.0,0.295236,0.295241,0.295257,,,,0.01,False,poly,2.0,1.0,524.0
0.0001,9.0,10.0,50.0,scale,"['Effective Disposals', 'Disposals', 'Contested Possessions']",0.6930841425991614,0.0,0.0,0.0,0.295236,0.295241,0.295257,,,,0.01,False,poly,3.0,2.0,525.0
0.001,9.0,0.0001,50.0,scale,['Effective Disposals'],0.4530041135446561,-0.012957,-0.012703,-0.01297,0.297143,0.297111,0.297166,,,,0.18,False,poly,1.0,0.0,526.0
0.0001,8.0,0.0001,50.0,scale,['Effective Disposals'],0.4530041135446561,-1.934746,-1.933233,-1.934657,0.505772,0.50565,0.5058,,,,0.16,False,poly,1.0,0.0,527.0
0.0001,9.0,0.001,50.0,scale,['Effective Disposals'],0.4530041135446561,-0.034223,-0.033574,-0.034391,0.300246,0.300157,0.300291,,,,0.17,False,poly,1.0,0.0,528.0
0.0001,9.0,0.0001,100.0,scale,['Effective Disposals'],0.4530041135446561,-0.034223,-0.033574,-0.034391,0.300246,0.300157,0.300291,,,,0.33,False,poly,1.0,0.0,529.0
0.0001,9.0,0.0001,50.0,scale,"['Effective Disposals', 'Disposals']",0.5948160494948975,-46.184758,-46.18133,-46.174121,2.028012,2.027973,2.027926,,,,0.17,False,poly,2.0,1.0,530.0
0.01,9.0,0.0001,50.0,scale,['Effective Disposals'],0.4530041135446561,-0.063692,-0.063558,-0.063673,0.304493,0.304479,0.304512,,,,0.16,False,poly,1.0,0.0,531.0
0.001,8.0,0.0001,50.0,scale,['Effective Disposals'],0.4530041135446561,-1.931706,-1.930208,-1.931612,0.50551,0.50539,0.505538,,,,0.16,False,poly,1.0,0.0,532.0
0.001,9.0,0.001,50.0,scale,['Effective Disposals'],0.4530041135446561,-0.012957,-0.012703,-0.01297,0.297143,0.297111,0.297166,,,,0.3,False,poly,1.0,0.0,533.0
0.001,9.0,0.0001,100.0,scale,['Effective Disposals'],0.4530041135446561,-0.012957,-0.012703,-0.01297,0.297143,0.297111,0.297166,,,,0.57,False,poly,1.0,0.0,534.0
0.001,9.0,0.0001,50.0,auto,['Effective Disposals'],0.4530041135446561,0.002503,0.002879,0.002447,0.294867,0.294816,0.294896,,,,0.29,False,poly,1.0,0.0,535.0
0.001,9.0,0.0001,50.0,scale,"['Effective Disposals', 'Disposals']",0.5948160494948975,-20.832066,-20.810914,-20.863433,1.379485,1.378841,1.380573,,,,0.25,False,poly,2.0,1.0,536.0
0.0001,8.0,0.001,50.0,scale,['Effective Disposals'],0.4530041135446561,-1.934746,-1.933233,-1.934657,0.505772,0.50565,0.5058,,,,0.29,False,poly,1.0,0.0,537.0
0.0001,9.0,0.01,50.0,scale,['Effective Disposals'],0.4530041135446561,-0.034223,-0.033574,-0.034391,0.300246,0.300157,0.300291,,,,0.31,False,poly,1.0,0.0,538.0
0.0001,9.0,0.001,100.0,scale,['Effective Disposals'],0.4530041135446561,-0.034223,-0.033574,-0.034391,0.300246,0.300157,0.300291,,,,0.36,False,poly,1.0,0.0,539.0
