alpha,tol,max_iter,fit_intercept,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train rmse,Val rmse,Test rmse,Train mape,Val mape,Test mape,Time,random_state,n_columns,n_features,Precedence
0.0001,1e-05,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained']",0.9515601377379732,0.865199,0.863407,0.856663,0.108397,0.109117,0.111784,,,,0.1,42.0,14.0,13.0,946.0
0.0001,1e-05,10000.0,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50']",0.9653995721281101,-1.995906,-1.998227,-2.005714,0.511015,0.511222,0.511887,,,,0.12,42.0,17.0,16.0,947.0
0.0001,1e-05,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains']",0.9683489394245146,0.87224,0.869815,0.86202,0.105528,0.106527,0.109675,,,,0.1,42.0,18.0,17.0,948.0
1e-05,1e-05,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,0.872015,0.869443,0.861715,0.105621,0.106679,0.109796,,,,0.24,42.0,16.0,15.0,949.0
0.001,1e-05,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,0.870928,0.868333,0.861253,0.106068,0.107131,0.10998,,,,0.23,42.0,16.0,15.0,950.0
0.0001,0.0001,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,0.872004,0.86943,0.861762,0.105625,0.106684,0.109778,,,,0.39,42.0,16.0,15.0,951.0
0.0001,1e-05,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks']",0.957742822730492,0.86908,0.867051,0.860021,0.106825,0.107651,0.110467,,,,0.56,42.0,15.0,14.0,952.0
0.0001,1e-05,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50']",0.9653995721281101,0.872237,0.869817,0.862023,0.105529,0.106526,0.109674,,,,0.6,42.0,17.0,16.0,953.0
1e-05,0.0001,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,0.872015,0.869443,0.861715,0.105621,0.106679,0.109796,,,,0.99,42.0,16.0,15.0,954.0
1e-05,1e-05,1000.0,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,-1.996128,-1.998601,-2.006023,0.511034,0.511254,0.511913,,,,1.66,42.0,16.0,15.0,955.0
1e-05,1e-05,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks']",0.957742822730492,0.869098,0.867065,0.859945,0.106817,0.107646,0.110497,,,,0.15,42.0,15.0,14.0,956.0
1e-05,1e-05,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50']",0.9653995721281101,0.872252,0.869833,0.861956,0.105523,0.106519,0.109701,,,,0.18,42.0,17.0,16.0,957.0
0.01,1e-05,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,0.857575,0.85472,0.850396,0.11142,0.112533,0.114201,,,,0.04,42.0,16.0,15.0,958.0
0.001,0.0001,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,0.870931,0.868336,0.861254,0.106067,0.10713,0.109979,,,,0.07,42.0,16.0,15.0,959.0
0.001,1e-05,1000.0,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,-1.997214,-1.99971,-2.006485,0.511127,0.511348,0.511953,,,,0.07,42.0,16.0,15.0,960.0
0.001,1e-05,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks']",0.957742822730492,0.868055,0.865994,0.859565,0.107242,0.108078,0.110647,,,,0.06,42.0,15.0,14.0,961.0
0.001,1e-05,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50']",0.9653995721281101,0.871178,0.868731,0.86153,0.105966,0.106969,0.10987,,,,0.07,42.0,17.0,16.0,962.0
0.0001,0.001,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,0.872004,0.86943,0.861762,0.105625,0.106684,0.109778,,,,0.13,42.0,16.0,15.0,963.0
0.0001,0.0001,1000.0,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,-1.996139,-1.998614,-2.005976,0.511035,0.511255,0.511909,,,,0.08,42.0,16.0,15.0,964.0
0.0001,0.0001,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks']",0.957742822730492,0.86908,0.867051,0.860021,0.106825,0.107651,0.110467,,,,0.13,42.0,15.0,14.0,965.0
0.0001,0.0001,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50']",0.9653995721281101,0.872237,0.869816,0.862024,0.105529,0.106526,0.109674,,,,0.11,42.0,17.0,16.0,966.0
0.0001,1e-05,1000.0,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks']",0.957742822730492,-1.999063,-2.000993,-2.007717,0.511284,0.511458,0.512058,,,,0.12,42.0,15.0,14.0,967.0
0.0001,1e-05,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained']",0.9515601377379732,0.865199,0.863407,0.856663,0.108397,0.109117,0.111784,,,,0.11,42.0,14.0,13.0,968.0
0.0001,1e-05,1000.0,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50']",0.9653995721281101,-1.995906,-1.998227,-2.005714,0.511015,0.511222,0.511887,,,,0.15,42.0,17.0,16.0,969.0
0.0001,1e-05,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains']",0.9683489394245146,0.87224,0.869815,0.86202,0.105528,0.106527,0.109675,,,,0.1,42.0,18.0,17.0,970.0
1e-05,0.1,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,0.868566,0.865995,0.859534,0.107035,0.108078,0.110659,,,,0.02,42.0,16.0,15.0,971.0
0.001,0.1,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,0.868431,0.865847,0.859581,0.107089,0.108138,0.11064,,,,0.02,42.0,16.0,15.0,972.0
0.0001,0.01,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,0.872003,0.869428,0.861766,0.105625,0.106685,0.109776,,,,0.1,42.0,16.0,15.0,973.0
0.0001,0.1,5000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,0.868575,0.866003,0.859559,0.107031,0.108075,0.110649,,,,0.05,42.0,16.0,15.0,974.0
0.0001,0.1,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks']",0.957742822730492,0.864664,0.862435,0.856362,0.108612,0.109504,0.111901,,,,0.03,42.0,15.0,14.0,975.0
0.0001,0.1,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50']",0.9653995721281101,0.86679,0.864673,0.857938,0.107755,0.10861,0.111286,,,,0.03,42.0,17.0,16.0,976.0
1e-05,0.01,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,0.872015,0.869443,0.861715,0.105621,0.106679,0.109796,,,,0.13,42.0,16.0,15.0,977.0
1e-05,0.1,5000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,0.868566,0.865995,0.859534,0.107035,0.108078,0.110659,,,,0.02,42.0,16.0,15.0,978.0
1e-05,0.1,10000.0,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,-1.996128,-1.998601,-2.006022,0.511034,0.511254,0.511913,,,,0.13,42.0,16.0,15.0,979.0
1e-05,0.1,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks']",0.957742822730492,0.864649,0.862424,0.856336,0.108617,0.109509,0.111911,,,,0.01,42.0,15.0,14.0,980.0
1e-05,0.1,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50']",0.9653995721281101,0.866754,0.864647,0.857893,0.10777,0.10862,0.111303,,,,0.02,42.0,17.0,16.0,981.0
0.01,0.1,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,0.855922,0.853021,0.849107,0.112065,0.113189,0.114692,,,,0.02,42.0,16.0,15.0,982.0
0.001,0.01,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,0.870862,0.868253,0.861273,0.106095,0.107164,0.109971,,,,0.04,42.0,16.0,15.0,983.0
0.001,0.1,5000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,0.868431,0.865847,0.859581,0.107089,0.108138,0.11064,,,,0.02,42.0,16.0,15.0,984.0
0.001,0.1,10000.0,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,-1.998269,-2.000793,-2.006949,0.511217,0.511441,0.511992,,,,0.03,42.0,16.0,15.0,985.0
0.001,0.1,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks']",0.957742822730492,0.864614,0.862352,0.856441,0.108632,0.109537,0.11187,,,,0.02,42.0,15.0,14.0,986.0
0.001,0.1,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50']",0.9653995721281101,0.86689,0.864684,0.858159,0.107715,0.108605,0.111199,,,,0.03,42.0,17.0,16.0,987.0
0.0001,0.01,5000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,0.872003,0.869428,0.861766,0.105625,0.106685,0.109776,,,,0.08,42.0,16.0,15.0,988.0
0.0001,0.01,10000.0,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,-1.996139,-1.998614,-2.005976,0.511035,0.511255,0.511909,,,,0.1,42.0,16.0,15.0,989.0
0.0001,0.01,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks']",0.957742822730492,0.869074,0.867047,0.860038,0.106827,0.107653,0.11046,,,,0.07,42.0,15.0,14.0,990.0
0.0001,0.01,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50']",0.9653995721281101,0.872236,0.869812,0.862023,0.10553,0.106528,0.109674,,,,0.1,42.0,17.0,16.0,991.0
0.0001,0.1,5000.0,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,-1.996142,-1.99862,-2.00596,0.511035,0.511255,0.511908,,,,0.09,42.0,16.0,15.0,992.0
0.0001,0.1,5000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks']",0.957742822730492,0.864664,0.862435,0.856362,0.108612,0.109504,0.111901,,,,0.01,42.0,15.0,14.0,993.0
0.0001,0.1,5000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50']",0.9653995721281101,0.86679,0.864673,0.857938,0.107755,0.10861,0.111286,,,,0.02,42.0,17.0,16.0,994.0
0.0001,0.1,10000.0,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks']",0.957742822730492,-1.999076,-2.001004,-2.007688,0.511285,0.511459,0.512055,,,,0.07,42.0,15.0,14.0,995.0
0.0001,0.1,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained']",0.9515601377379732,0.860664,0.858456,0.852788,0.110205,0.111077,0.113285,,,,0.03,42.0,14.0,13.0,996.0
0.0001,0.1,10000.0,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50']",0.9653995721281101,-1.995907,-1.998234,-2.005714,0.511015,0.511222,0.511887,,,,0.08,42.0,17.0,16.0,997.0
0.0001,0.1,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50', 'Frees Agains']",0.9683489394245146,0.866914,0.864767,0.858058,0.107705,0.108572,0.111239,,,,0.02,42.0,18.0,17.0,998.0
1e-05,0.1,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,0.868566,0.865995,0.859534,0.107035,0.108078,0.110659,,,,0.02,42.0,16.0,15.0,999.0
0.001,0.1,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,0.868431,0.865847,0.859581,0.107089,0.108138,0.11064,,,,0.04,42.0,16.0,15.0,1000.0
0.0001,0.01,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,0.872003,0.869428,0.861766,0.105625,0.106685,0.109776,,,,0.09,42.0,16.0,15.0,1001.0
0.0001,0.1,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks']",0.957742822730492,0.864664,0.862435,0.856362,0.108612,0.109504,0.111901,,,,0.01,42.0,15.0,14.0,1002.0
0.0001,0.1,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50']",0.9653995721281101,0.86679,0.864673,0.857938,0.107755,0.10861,0.111286,,,,0.02,42.0,17.0,16.0,1003.0
1e-05,0.01,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,0.872015,0.869443,0.861715,0.105621,0.106679,0.109796,,,,0.12,42.0,16.0,15.0,1004.0
1e-05,0.1,1000.0,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,-1.996128,-1.998601,-2.006022,0.511034,0.511254,0.511913,,,,0.11,42.0,16.0,15.0,1005.0
1e-05,0.1,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks']",0.957742822730492,0.864649,0.862424,0.856336,0.108617,0.109509,0.111911,,,,0.02,42.0,15.0,14.0,1006.0
1e-05,0.1,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50']",0.9653995721281101,0.866754,0.864647,0.857893,0.10777,0.10862,0.111303,,,,0.02,42.0,17.0,16.0,1007.0
0.01,0.1,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,0.855922,0.853021,0.849107,0.112065,0.113189,0.114692,,,,0.01,42.0,16.0,15.0,1008.0
0.001,0.01,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,0.870862,0.868253,0.861273,0.106095,0.107164,0.109971,,,,0.09,42.0,16.0,15.0,1009.0
0.001,0.1,1000.0,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,-1.998269,-2.000793,-2.006949,0.511217,0.511441,0.511992,,,,0.04,42.0,16.0,15.0,1010.0
