alpha,tol,max_iter,fit_intercept,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train rmse,Val rmse,Test rmse,Train mape,Val mape,Test mape,Time,random_state,n_columns,n_features,Precedence
0.0001,1e-05,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists']",0.9451269158445708,0.864532,0.862805,0.85593,0.108665,0.109357,0.112069,,,,0.11,42.0,13.0,12.0,770.0
1e-05,1e-05,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,0.857575,0.85523,0.849232,0.11142,0.112335,0.114645,,,,0.11,42.0,11.0,10.0,771.0
0.001,1e-05,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,0.856558,0.854175,0.84903,0.111817,0.112744,0.114722,,,,0.05,42.0,11.0,10.0,772.0
0.0001,0.0001,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,0.857563,0.855215,0.849303,0.111425,0.112341,0.114618,,,,0.1,42.0,11.0,10.0,773.0
0.0001,1e-05,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.9217903169921421,0.857243,0.854939,0.849074,0.11155,0.112448,0.114705,,,,0.13,42.0,10.0,9.0,774.0
0.0001,1e-05,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks']",0.9379778876974921,0.86155,0.859765,0.853301,0.109854,0.110562,0.113087,,,,0.11,42.0,12.0,11.0,775.0
1e-05,0.0001,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,0.857575,0.85523,0.849232,0.11142,0.112335,0.114645,,,,0.11,42.0,11.0,10.0,776.0
1e-05,1e-05,1000.0,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,-2.010567,-2.012814,-2.018506,0.512264,0.512464,0.512975,,,,0.12,42.0,11.0,10.0,777.0
1e-05,1e-05,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.9217903169921421,0.857251,0.854957,0.849008,0.111546,0.112441,0.11473,,,,0.1,42.0,10.0,9.0,778.0
1e-05,1e-05,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks']",0.9379778876974921,0.861562,0.859777,0.853236,0.109849,0.110557,0.113112,,,,0.11,42.0,12.0,11.0,779.0
0.01,1e-05,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,0.847022,0.8444,0.84093,0.115474,0.116461,0.117759,,,,0.07,42.0,11.0,10.0,780.0
0.001,0.0001,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,0.856558,0.854175,0.849031,0.111817,0.112744,0.114721,,,,0.05,42.0,11.0,10.0,781.0
0.001,1e-05,1000.0,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,-2.011585,-2.013869,-2.018707,0.51235,0.512554,0.512992,,,,0.05,42.0,11.0,10.0,782.0
0.001,1e-05,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.9217903169921421,0.856558,0.854175,0.84903,0.111817,0.112744,0.114722,,,,0.08,42.0,10.0,9.0,783.0
0.001,1e-05,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks']",0.9379778876974921,0.861098,0.859291,0.853231,0.110033,0.110749,0.113114,,,,0.05,42.0,12.0,11.0,784.0
0.0001,0.001,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,0.857562,0.855214,0.849305,0.111425,0.112341,0.114617,,,,0.06,42.0,11.0,10.0,785.0
0.0001,0.0001,1000.0,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,-2.010579,-2.012829,-2.018436,0.512265,0.512465,0.512969,,,,0.09,42.0,11.0,10.0,786.0
0.0001,0.0001,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.9217903169921421,0.857242,0.854938,0.849075,0.11155,0.112448,0.114705,,,,0.08,42.0,10.0,9.0,787.0
0.0001,0.0001,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks']",0.9379778876974921,0.86155,0.859765,0.853302,0.109854,0.110562,0.113087,,,,0.11,42.0,12.0,11.0,788.0
0.0001,1e-05,1000.0,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.9217903169921421,-2.0109,-2.013105,-2.018664,0.512292,0.512489,0.512989,,,,0.08,42.0,10.0,9.0,789.0
0.0001,1e-05,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters']",0.9068948040480213,0.835464,0.832929,0.829739,0.119757,0.120678,0.121831,,,,0.1,42.0,9.0,8.0,790.0
0.0001,1e-05,1000.0,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks']",0.9379778876974921,-2.006593,-2.008279,-2.014436,0.511926,0.512078,0.512629,,,,0.09,42.0,12.0,11.0,791.0
0.0001,1e-05,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists']",0.9451269158445708,0.864532,0.862805,0.85593,0.108665,0.109357,0.112069,,,,0.08,42.0,13.0,12.0,792.0
1e-05,0.1,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,0.852897,0.84997,0.845426,0.113235,0.114358,0.116083,,,,0.01,42.0,11.0,10.0,793.0
0.001,0.1,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,0.853022,0.850081,0.845668,0.113187,0.114316,0.115992,,,,0.03,42.0,11.0,10.0,794.0
0.0001,0.01,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,0.857559,0.855211,0.849318,0.111426,0.112343,0.114612,,,,0.09,42.0,11.0,10.0,795.0
0.0001,0.1,5000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,0.852921,0.849993,0.845462,0.113226,0.114349,0.116069,,,,0.01,42.0,11.0,10.0,796.0
0.0001,0.1,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.9217903169921421,0.85309,0.850201,0.845608,0.113161,0.11427,0.116015,,,,0.02,42.0,10.0,9.0,797.0
0.0001,0.1,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks']",0.9379778876974921,0.858225,0.856116,0.850333,0.111165,0.111991,0.114226,,,,0.02,42.0,12.0,11.0,798.0
1e-05,0.01,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,0.857575,0.85523,0.849234,0.11142,0.112335,0.114644,,,,0.13,42.0,11.0,10.0,799.0
1e-05,0.1,5000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,0.852897,0.84997,0.845426,0.113235,0.114358,0.116083,,,,0.04,42.0,11.0,10.0,800.0
1e-05,0.1,10000.0,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,-2.010567,-2.012814,-2.018502,0.512264,0.512464,0.512975,,,,0.1,42.0,11.0,10.0,801.0
1e-05,0.1,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.9217903169921421,0.853071,0.850184,0.845576,0.113168,0.114276,0.116027,,,,0.01,42.0,10.0,9.0,802.0
1e-05,0.1,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks']",0.9379778876974921,0.858204,0.856099,0.8503,0.111174,0.111998,0.114238,,,,0.01,42.0,12.0,11.0,803.0
0.01,0.1,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,0.845178,0.842066,0.839204,0.116168,0.117332,0.118396,,,,0.02,42.0,11.0,10.0,804.0
0.001,0.01,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,0.856563,0.854209,0.849043,0.111815,0.112731,0.114717,,,,0.07,42.0,11.0,10.0,805.0
0.001,0.1,5000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,0.853022,0.850081,0.845668,0.113187,0.114316,0.115992,,,,0.02,42.0,11.0,10.0,806.0
0.001,0.1,10000.0,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,-2.012429,-2.014724,-2.019178,0.512422,0.512626,0.513032,,,,0.01,42.0,11.0,10.0,807.0
0.001,0.1,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.9217903169921421,0.853184,0.850271,0.845835,0.113125,0.114243,0.115929,,,,0.02,42.0,10.0,9.0,808.0
0.001,0.1,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks']",0.9379778876974921,0.858299,0.85614,0.850513,0.111137,0.111982,0.114157,,,,0.04,42.0,12.0,11.0,809.0
0.0001,0.01,5000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,0.857559,0.855211,0.849318,0.111426,0.112343,0.114612,,,,0.09,42.0,11.0,10.0,810.0
0.0001,0.01,10000.0,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,-2.010581,-2.01283,-2.018431,0.512265,0.512465,0.512969,,,,0.1,42.0,11.0,10.0,811.0
0.0001,0.01,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.9217903169921421,0.857238,0.854935,0.84909,0.111552,0.11245,0.114699,,,,0.09,42.0,10.0,9.0,812.0
0.0001,0.01,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks']",0.9379778876974921,0.861545,0.859761,0.853318,0.109856,0.110563,0.113081,,,,0.08,42.0,12.0,11.0,813.0
0.0001,0.1,5000.0,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,-2.010589,-2.012836,-2.018408,0.512266,0.512466,0.512967,,,,0.06,42.0,11.0,10.0,814.0
0.0001,0.1,5000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.9217903169921421,0.85309,0.850201,0.845608,0.113161,0.11427,0.116015,,,,0.04,42.0,10.0,9.0,815.0
0.0001,0.1,5000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks']",0.9379778876974921,0.858225,0.856116,0.850333,0.111165,0.111991,0.114226,,,,0.03,42.0,12.0,11.0,816.0
0.0001,0.1,10000.0,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.9217903169921421,-2.010909,-2.013112,-2.018637,0.512293,0.512489,0.512986,,,,0.06,42.0,10.0,9.0,817.0
0.0001,0.1,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters']",0.9068948040480213,0.827216,0.824129,0.823389,0.122722,0.123815,0.124082,,,,0.04,42.0,9.0,8.0,818.0
0.0001,0.1,10000.0,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks']",0.9379778876974921,-2.006603,-2.008286,-2.014409,0.511927,0.512079,0.512627,,,,0.08,42.0,12.0,11.0,819.0
0.0001,0.1,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists']",0.9451269158445708,0.858543,0.856356,0.850473,0.111041,0.111898,0.114172,,,,0.01,42.0,13.0,12.0,820.0
1e-05,0.1,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,0.852897,0.84997,0.845426,0.113235,0.114358,0.116083,,,,0.01,42.0,11.0,10.0,821.0
0.001,0.1,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,0.853022,0.850081,0.845668,0.113187,0.114316,0.115992,,,,0.01,42.0,11.0,10.0,822.0
0.0001,0.01,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,0.857559,0.855211,0.849318,0.111426,0.112343,0.114612,,,,0.08,42.0,11.0,10.0,823.0
0.0001,0.1,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.9217903169921421,0.85309,0.850201,0.845608,0.113161,0.11427,0.116015,,,,0.02,42.0,10.0,9.0,824.0
0.0001,0.1,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks']",0.9379778876974921,0.858225,0.856116,0.850333,0.111165,0.111991,0.114226,,,,0.05,42.0,12.0,11.0,825.0
1e-05,0.01,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,0.857575,0.85523,0.849234,0.11142,0.112335,0.114644,,,,0.51,42.0,11.0,10.0,826.0
1e-05,0.1,1000.0,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,-2.010567,-2.012814,-2.018502,0.512264,0.512464,0.512975,,,,0.57,42.0,11.0,10.0,827.0
1e-05,0.1,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.9217903169921421,0.853071,0.850184,0.845576,0.113168,0.114276,0.116027,,,,0.11,42.0,10.0,9.0,828.0
1e-05,0.1,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks']",0.9379778876974921,0.858204,0.856099,0.8503,0.111174,0.111998,0.114238,,,,0.01,42.0,12.0,11.0,829.0
0.01,0.1,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,0.845178,0.842066,0.839204,0.116168,0.117332,0.118396,,,,0.4,42.0,11.0,10.0,830.0
0.001,0.01,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,0.856563,0.854209,0.849043,0.111815,0.112731,0.114717,,,,0.46,42.0,11.0,10.0,831.0
0.001,0.1,1000.0,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,-2.012429,-2.014724,-2.019178,0.512422,0.512626,0.513032,,,,0.12,42.0,11.0,10.0,832.0
0.001,0.1,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.9217903169921421,0.853184,0.850271,0.845835,0.113125,0.114243,0.115929,,,,0.02,42.0,10.0,9.0,833.0
0.001,0.1,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks']",0.9379778876974921,0.858299,0.85614,0.850513,0.111137,0.111982,0.114157,,,,0.04,42.0,12.0,11.0,834.0
0.0001,0.01,1000.0,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50']",0.9300102609080034,-2.010581,-2.01283,-2.018431,0.512265,0.512465,0.512969,,,,1.04,42.0,11.0,10.0,835.0
0.0001,0.01,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.9217903169921421,0.857238,0.854935,0.84909,0.111552,0.11245,0.114699,,,,0.15,42.0,10.0,9.0,836.0
0.0001,0.01,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks']",0.9379778876974921,0.861545,0.859761,0.853318,0.109856,0.110563,0.113081,,,,0.06,42.0,12.0,11.0,837.0
0.0001,0.1,1000.0,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.9217903169921421,-2.010909,-2.013112,-2.018637,0.512293,0.512489,0.512986,,,,0.1,42.0,10.0,9.0,838.0
0.0001,0.1,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters']",0.9068948040480213,0.827216,0.824129,0.823389,0.122722,0.123815,0.124082,,,,0.03,42.0,9.0,8.0,839.0
0.0001,0.1,1000.0,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks']",0.9379778876974921,-2.006603,-2.008286,-2.014409,0.511927,0.512079,0.512627,,,,0.08,42.0,12.0,11.0,840.0
0.0001,0.1,1000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists']",0.9451269158445708,0.858543,0.856356,0.850473,0.111041,0.111898,0.114172,,,,0.02,42.0,13.0,12.0,841.0
1e-07,1e-05,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,0.872015,0.869443,0.861705,0.105621,0.106679,0.1098,,,,0.24,42.0,16.0,15.0,842.0
1e-08,0.0001,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,0.872015,0.869443,0.861705,0.105621,0.106679,0.1098,,,,0.28,42.0,16.0,15.0,843.0
1e-08,1e-05,5000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,0.872015,0.869443,0.861705,0.105621,0.106679,0.1098,,,,0.36,42.0,16.0,15.0,844.0
1e-08,1e-05,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks']",0.957742822730492,0.869098,0.867065,0.859935,0.106817,0.107646,0.110501,,,,0.26,42.0,15.0,14.0,845.0
1e-08,1e-05,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts', 'Marks Inside 50']",0.9653995721281101,0.872252,0.869833,0.861946,0.105523,0.106519,0.109705,,,,0.29,42.0,17.0,16.0,846.0
1e-06,1e-05,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,0.872015,0.869443,0.861706,0.105621,0.106679,0.1098,,,,0.22,42.0,16.0,15.0,847.0
1e-07,0.0001,10000.0,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Hitouts', 'Score Involvements', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Tackles Outside 50', 'Contested Marks', 'Behind Assists', 'Metres Gained', 'Marks', 'Intercepts']",0.9622914921123895,0.872015,0.869443,0.861705,0.105621,0.106679,0.1098,,,,0.25,42.0,16.0,15.0,848.0
