hidden_dim,num_transformer_layers,num_mlp_layers,dropout,batch_size,nhead,share_embedding_mlp,use_cls,epochs,lr,batchnorm,grad_clip,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train rmse,Val rmse,Test rmse,Train mape,Val mape,Test mape,Time,input_dim,random_state,loss,rootpath,TabularDataFactory,TabularDataset,name,output_dim,mode,verbose,n_columns,n_features,Precedence
16.0,1.0,1.0,0.0,512.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances']",0.9954600443092164,0.894211,0.894021,0.895679,0.096026,0.096114,0.095364,,,,18.46,33.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,33.0,32.0,63.0
16.0,1.0,1.0,0.0,1024.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances']",0.9954600443092164,0.875139,0.874574,0.878151,0.104324,0.104561,0.103065,,,,22.18,33.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,33.0,32.0,64.0
16.0,1.0,1.0,0.0,2048.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances']",0.9954600443092164,0.784744,0.785265,0.786762,0.136977,0.136813,0.136343,,,,44.41,33.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,33.0,32.0,65.0
16.0,1.0,1.0,0.0,4096.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances']",0.9954600443092164,0.598781,0.600099,0.6015,0.187008,0.186704,0.186386,,,,70.18,33.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,33.0,32.0,66.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,['Effective Disposals'],0.44653042996227,0.585292,0.584967,0.585973,0.190126,0.190203,0.189983,,,,20.03,1.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,1.0,0.0,67.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals']",0.5902700666140068,0.606166,0.605842,0.607079,0.185279,0.185358,0.185077,,,,22.71,2.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,2.0,1.0,68.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions']",0.6884421836299831,0.673437,0.672428,0.680753,0.168715,0.168978,0.166826,,,,24.13,3.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,3.0,2.0,69.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals']",0.7573402957514369,0.75106,0.745983,0.752487,0.147305,0.148802,0.146892,,,,25.25,4.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,4.0,3.0,70.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements']",0.7965879020682821,0.754846,0.75068,0.756022,0.14618,0.14742,0.14584,,,,26.38,5.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,5.0,4.0,71.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,0.789893,0.78542,0.78993,0.135329,0.136764,0.135326,,,,27.6,6.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,6.0,5.0,72.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks']",0.8643600434499222,0.813165,0.810041,0.812791,0.127614,0.128679,0.127751,,,,28.67,7.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,7.0,6.0,73.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles']",0.8888584293867895,0.837508,0.834177,0.837557,0.119011,0.120226,0.119001,,,,30.77,8.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,8.0,7.0,74.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters']",0.908246584633331,0.861365,0.859358,0.86181,0.109928,0.110722,0.109758,,,,31.1,9.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,9.0,8.0,75.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.921724797043356,0.884971,0.88444,0.886075,0.100132,0.100365,0.099658,,,,32.84,10.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,10.0,9.0,76.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.886096,0.886355,0.887838,0.099641,0.09953,0.098883,,,,33.54,11.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,11.0,10.0,77.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50']",0.9370952172710802,0.888557,0.888379,0.889492,0.098559,0.098639,0.098152,,,,35.68,12.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,12.0,11.0,78.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained']",0.943798522826618,0.889481,0.889881,0.89128,0.09815,0.097973,0.097354,,,,36.83,13.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,13.0,12.0,79.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks']",0.9503332272292372,0.892977,0.892903,0.893909,0.096585,0.09662,0.09617,,,,37.74,14.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,14.0,13.0,80.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists']",0.9565296687326263,0.893337,0.893325,0.894967,0.096422,0.096429,0.095689,,,,38.99,15.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,15.0,14.0,81.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts']",0.9611499564974356,0.8966,0.896092,0.897414,0.094936,0.09517,0.094568,,,,40.12,16.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,16.0,15.0,82.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50']",0.9645858003064072,0.896752,0.896295,0.897203,0.094866,0.095077,0.094665,,,,41.13,17.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,17.0,16.0,83.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists']",0.9673770870917228,0.896576,0.89658,0.897332,0.094947,0.094947,0.094606,,,,42.37,18.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,18.0,17.0,84.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.89837,0.898127,0.898666,0.09412,0.094234,0.093989,,,,44.92,19.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,19.0,18.0,85.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50']",0.9727234836103577,0.898191,0.898029,0.898723,0.094203,0.094279,0.093963,,,,45.11,20.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,20.0,19.0,86.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs']",0.975217379174236,0.898202,0.897804,0.8984,0.094198,0.094383,0.094112,,,,47.18,21.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,21.0,20.0,87.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50']",0.9773390168194316,0.896765,0.896893,0.897047,0.09486,0.094803,0.094737,,,,47.34,22.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,22.0,21.0,88.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %']",0.9794518706907822,0.897182,0.89709,0.897503,0.094668,0.094712,0.094527,,,,47.93,23.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,23.0,22.0,89.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s']",0.981268113923304,0.898796,0.89856,0.899236,0.093922,0.094033,0.093724,,,,49.94,24.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,24.0,23.0,90.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %']",0.9830121267145816,0.899117,0.898676,0.899597,0.093773,0.09398,0.093556,,,,51.45,25.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,25.0,24.0,91.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks']",0.9847276615664784,0.899762,0.899285,0.900144,0.093473,0.093697,0.093301,,,,52.68,26.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,26.0,25.0,92.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For']",0.9864022991207512,0.89845,0.897747,0.898817,0.094083,0.094409,0.093919,,,,53.68,27.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,27.0,26.0,93.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances']",0.9880071555759266,0.897622,0.897179,0.897527,0.094465,0.094671,0.094516,,,,55.42,28.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,28.0,27.0,94.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,0.896798,0.896695,0.89707,0.094845,0.094894,0.094727,,,,55.77,29.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,29.0,28.0,95.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers']",0.9911132734549049,0.896781,0.896728,0.897139,0.094853,0.094879,0.094695,,,,57.13,30.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,30.0,29.0,96.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces']",0.9926434124424228,0.900284,0.900138,0.900495,0.093229,0.093299,0.093137,,,,58.41,31.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,31.0,30.0,97.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions']",0.9941282512295924,0.897969,0.898058,0.898391,0.094305,0.094266,0.094116,,,,60.39,32.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,32.0,31.0,98.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds']",0.9967759764723418,0.897557,0.897491,0.898039,0.094495,0.094528,0.09428,,,,61.95,34.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,34.0,33.0,99.0
16.0,1.0,1.0,0.0,128.0,4.0,True,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances']",0.998079867999009,0.897053,0.897153,0.897544,0.094728,0.094683,0.094508,,,,63.25,35.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x796864fb2dd0>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,35.0,34.0,100.0
