hidden_dim,num_transformer_layers,num_mlp_layers,dropout,batch_size,nhead,share_embedding_mlp,use_cls,epochs,lr,batchnorm,grad_clip,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train rmse,Val rmse,Test rmse,Train mape,Val mape,Test mape,Time,input_dim,random_state,loss,rootpath,TabularDataFactory,TabularDataset,name,output_dim,mode,verbose,n_columns,n_features,Precedence
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals']",0.5902700666140068,0.606396,0.605943,0.607403,0.185225,0.185335,0.185001,,,,23.45,2.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,2.0,1.0,134.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions']",0.6884421836299831,0.672628,0.671522,0.679336,0.168924,0.169212,0.167196,,,,24.45,3.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,3.0,2.0,135.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals']",0.7573402957514369,0.751524,0.746634,0.752627,0.147167,0.148611,0.146851,,,,25.62,4.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,4.0,3.0,136.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements']",0.7965879020682821,0.759842,0.755138,0.760518,0.144683,0.146096,0.14449,,,,27.0,5.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,5.0,4.0,137.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,0.789154,0.784714,0.789239,0.135567,0.136989,0.135549,,,,28.37,6.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,6.0,5.0,138.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks']",0.8643600434499222,0.811747,0.808641,0.811293,0.128097,0.129152,0.128261,,,,29.64,7.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,7.0,6.0,139.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles']",0.8888584293867895,0.838957,0.834504,0.838107,0.118479,0.120108,0.118799,,,,32.12,8.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,8.0,7.0,140.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters']",0.908246584633331,0.86322,0.861214,0.86336,0.109189,0.109989,0.109141,,,,32.89,9.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,9.0,8.0,141.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.921724797043356,0.884661,0.883788,0.88543,0.100267,0.100648,0.099939,,,,35.19,10.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,10.0,9.0,142.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.888887,0.88883,0.889825,0.098413,0.09844,0.098004,,,,36.54,11.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,11.0,10.0,143.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50']",0.9370952172710802,0.889548,0.889151,0.890251,0.09812,0.098298,0.097814,,,,38.27,12.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,12.0,11.0,144.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained']",0.943798522826618,0.890071,0.889535,0.890816,0.097887,0.098127,0.097562,,,,39.49,13.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,13.0,12.0,145.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks']",0.9503332272292372,0.893824,0.893813,0.894687,0.096202,0.096208,0.095817,,,,41.18,14.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,14.0,13.0,146.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists']",0.9565296687326263,0.894796,0.894746,0.895873,0.09576,0.095785,0.095276,,,,41.33,15.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,15.0,14.0,147.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts']",0.9611499564974356,0.89797,0.897228,0.898459,0.094305,0.094649,0.094085,,,,42.54,16.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,16.0,15.0,148.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50']",0.9645858003064072,0.89844,0.897874,0.898816,0.094087,0.094351,0.09392,,,,45.28,17.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,17.0,16.0,149.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists']",0.9673770870917228,0.89892,0.898322,0.89881,0.093865,0.094143,0.093922,,,,45.51,18.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,18.0,17.0,150.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.899395,0.898829,0.899111,0.093644,0.093908,0.093783,,,,47.12,19.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,19.0,18.0,151.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50']",0.9727234836103577,0.887108,0.886975,0.887736,0.099198,0.099258,0.098928,,,,48.98,20.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,20.0,19.0,152.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs']",0.975217379174236,0.89895,0.898498,0.899164,0.093851,0.094062,0.093758,,,,50.23,21.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,21.0,20.0,153.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50']",0.9773390168194316,0.897655,0.896814,0.897899,0.09445,0.094839,0.094344,,,,51.74,22.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,22.0,21.0,154.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %']",0.9794518706907822,0.899699,0.89879,0.899445,0.093502,0.093927,0.093627,,,,53.19,23.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,23.0,22.0,155.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s']",0.981268113923304,0.899034,0.898572,0.899646,0.093812,0.094028,0.093534,,,,55.45,24.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,24.0,23.0,156.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %']",0.9830121267145816,0.900165,0.899257,0.900207,0.093285,0.09371,0.093272,,,,56.39,25.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,25.0,24.0,157.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks']",0.9847276615664784,0.900033,0.899173,0.900072,0.093347,0.093749,0.093335,,,,58.23,26.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,26.0,25.0,158.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For']",0.9864022991207512,0.899478,0.89832,0.89972,0.093605,0.094145,0.093499,,,,59.74,27.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,27.0,26.0,159.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances']",0.9880071555759266,0.900163,0.899209,0.9003,0.093286,0.093732,0.093228,,,,60.98,28.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,28.0,27.0,160.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,0.900104,0.89941,0.900305,0.093313,0.093639,0.093226,,,,62.08,29.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,29.0,28.0,161.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers']",0.9911132734549049,0.90075,0.899877,0.90082,0.093011,0.093421,0.092985,,,,63.82,30.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,30.0,29.0,162.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces']",0.9926434124424228,0.901258,0.900818,0.901148,0.092773,0.092981,0.092831,,,,65.31,31.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,31.0,30.0,163.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions']",0.9941282512295924,0.901306,0.900475,0.900947,0.09275,0.093142,0.092925,,,,66.2,32.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,32.0,31.0,164.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds']",0.9967759764723418,0.901555,0.901024,0.901385,0.092633,0.092884,0.09272,,,,69.47,34.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,34.0,33.0,165.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances']",0.998079867999009,0.901708,0.900936,0.901469,0.092561,0.092926,0.09268,,,,70.58,35.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,35.0,34.0,166.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",0.999192674212217,0.900332,0.899994,0.900667,0.093207,0.093366,0.093056,,,,73.3,36.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,36.0,35.0,167.0
16.0,1.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,0.902408,0.902006,0.902471,0.092231,0.092422,0.092208,,,,72.76,37.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,37.0,36.0,168.0
16.0,2.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,0.901241,0.900703,0.901164,0.092781,0.093035,0.092824,,,,83.22,37.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7859eb5b7910>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,37.0,36.0,169.0
16.0,3.0,1.0,0.0,128.0,8.0,False,False,10.0,0.0001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,0.901413,0.900712,0.901177,0.0927,0.09303,0.092818,,,,90.39,37.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7cf3f35b3010>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,Transformer,1.0,Regression,True,37.0,36.0,170.0
