max_bins,min_samples_leaf,interactions,max_leaves,learning_rate,max_rounds,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train rmse,Val rmse,Test rmse,Train mape,Val mape,Test mape,Time,random_state,n_jobs,n_columns,n_features,Precedence
4096.0,32.0,8.0,100.0,0.001,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,-0.835803,-0.839951,-0.8367,0.400021,0.40048,0.400147,,,,3.54,19260817.0,-1.0,11.0,10.0,125.0
4.0,2.0,2.0,10000.0,0.001,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs']",0.9752173791742361,-0.742718,-0.743711,-0.742527,0.389747,0.389865,0.389754,,,,3.2,19260817.0,-1.0,21.0,20.0,126.0
4096.0,32.0,2.0,10000.0,0.001,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances']",0.9954600443092163,0.799894,0.720946,0.72448,0.132069,0.155963,0.15498,,,,61.65,19260817.0,-1.0,33.0,32.0,127.0
4.0,2.0,8.0,10000.0,0.001,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,-0.164081,-0.166292,-0.163378,0.318538,0.318846,0.318464,,,,4.99,19260817.0,-1.0,29.0,28.0,128.0
4096.0,32.0,2.0,100.0,1.0,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,0.797704,0.770898,0.776715,0.132789,0.141316,0.139518,,,,3.16,19260817.0,-1.0,6.0,5.0,129.0
4096.0,2.0,2.0,100.0,1.0,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts']",0.9611499564974357,0.904198,0.849714,0.852791,0.091381,0.114455,0.113284,,,,5.3,19260817.0,-1.0,16.0,15.0,130.0
4096.0,32.0,8.0,10000.0,0.001,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances']",0.9954600443092163,0.833849,0.764562,0.769173,0.120343,0.143257,0.141855,,,,65.02,19260817.0,-1.0,33.0,32.0,131.0
4.0,2.0,2.0,100.0,0.001,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,-1.369445,-1.370592,-1.368269,0.454457,0.454575,0.454376,,,,1.61,19260817.0,-1.0,11.0,10.0,132.0
4096.0,2.0,8.0,100.0,0.001,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,-0.10083,-0.108286,-0.105996,0.309763,0.310816,0.310511,,,,11.07,19260817.0,-1.0,29.0,28.0,133.0
4.0,32.0,8.0,10000.0,1.0,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.822785,0.81642,0.819469,0.124285,0.1265,0.125452,,,,3.63,19260817.0,-1.0,11.0,10.0,134.0
4.0,2.0,2.0,100.0,0.001,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,-0.421737,-0.422886,-0.422005,0.35203,0.352178,0.352088,,,,4.48,19260817.0,-1.0,29.0,28.0,135.0
4.0,32.0,8.0,10000.0,1.0,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts']",0.9611499564974357,0.835705,0.829987,0.833882,0.119669,0.121736,0.12034,,,,3.24,19260817.0,-1.0,16.0,15.0,136.0
4096.0,2.0,8.0,10000.0,1.0,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.923447,0.701671,0.709332,0.081686,0.161259,0.159184,,,,7.3,19260817.0,-1.0,11.0,10.0,137.0
4.0,2.0,2.0,10000.0,1.0,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,0.785095,0.784847,0.785302,0.136865,0.136946,0.136809,,,,4.46,19260817.0,-1.0,29.0,28.0,138.0
4.0,32.0,8.0,100.0,0.001,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,0.72348,0.723606,0.723946,0.15525,0.155218,0.15513,,,,23.26,19260817.0,-1.0,37.0,36.0,139.0
4.0,2.0,2.0,100.0,1.0,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances']",0.9954600443092163,0.788636,0.786992,0.787945,0.135733,0.136262,0.135964,,,,7.82,19260817.0,-1.0,33.0,32.0,140.0
4.0,32.0,8.0,10000.0,0.001,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,-0.164081,-0.166292,-0.163378,0.318538,0.318846,0.318464,,,,5.05,19260817.0,-1.0,29.0,28.0,141.0
4096.0,2.0,8.0,10000.0,1.0,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs']",0.9752173791742361,0.891771,0.722641,0.726956,0.097127,0.155489,0.154283,,,,18.81,19260817.0,-1.0,21.0,20.0,142.0
4.0,2.0,2.0,10000.0,0.001,25.0,['Effective Disposals'],0.44653042996227005,-2.708462,-2.70865,-2.708069,0.568547,0.568571,0.568557,,,,0.35,19260817.0,-1.0,1.0,0.0,143.0
4096.0,2.0,2.0,10000.0,0.001,200.0,['Effective Disposals'],0.44653042996227005,-1.719513,-1.728908,-1.729379,0.486872,0.487721,0.487789,,,,2.7,19260817.0,-1.0,1.0,0.0,144.0
4.0,2.0,2.0,10000.0,1.0,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts']",0.9611499564974357,0.787738,0.785898,0.78798,0.136021,0.136612,0.135953,,,,3.43,19260817.0,-1.0,16.0,15.0,145.0
4.0,2.0,8.0,10000.0,0.001,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,0.664667,0.661756,0.667084,0.170965,0.171709,0.17036,,,,7.49,19260817.0,-1.0,6.0,5.0,146.0
4096.0,2.0,8.0,100.0,1.0,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.909945,0.859888,0.860691,0.088598,0.110513,0.110202,,,,5.16,19260817.0,-1.0,11.0,10.0,147.0
4.0,2.0,8.0,100.0,1.0,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,0.81993,0.815081,0.81465,0.125283,0.12696,0.127115,,,,7.31,19260817.0,-1.0,29.0,28.0,148.0
4.0,32.0,2.0,100.0,0.001,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,-0.201921,-0.201994,-0.201834,0.323674,0.323689,0.323685,,,,8.2,19260817.0,-1.0,37.0,36.0,149.0
4.0,32.0,8.0,100.0,0.001,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts']",0.9611499564974357,0.718136,0.716645,0.719611,0.156743,0.15716,0.156344,,,,11.38,19260817.0,-1.0,16.0,15.0,150.0
4096.0,32.0,8.0,10000.0,0.001,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,-0.087513,-0.109202,-0.107552,0.307884,0.310944,0.310729,,,,11.55,19260817.0,-1.0,29.0,28.0,151.0
4096.0,32.0,8.0,100.0,0.001,25.0,['Effective Disposals'],0.44653042996227005,-2.699391,-2.699654,-2.699127,0.567851,0.567881,0.567871,,,,0.37,19260817.0,-1.0,1.0,0.0,152.0
4.0,32.0,8.0,10000.0,0.001,200.0,['Effective Disposals'],0.44653042996227005,-1.788896,-1.790729,-1.788623,0.493044,0.493215,0.493055,,,,0.48,19260817.0,-1.0,1.0,0.0,153.0
4096.0,2.0,8.0,10000.0,0.001,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,-0.820776,-0.840399,-0.838215,0.39838,0.400528,0.400312,,,,7.72,19260817.0,-1.0,11.0,10.0,154.0
4096.0,2.0,8.0,10000.0,1.0,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,0.859517,0.678866,0.682742,0.110658,0.167309,0.166305,,,,5.52,19260817.0,-1.0,6.0,5.0,155.0
4.0,32.0,2.0,10000.0,0.001,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,0.641504,0.642141,0.644429,0.176771,0.176617,0.176061,,,,15.54,19260817.0,-1.0,29.0,28.0,156.0
4096.0,32.0,2.0,10000.0,0.001,200.0,['Effective Disposals'],0.44653042996227005,-1.724497,-1.729395,-1.729072,0.487318,0.487765,0.487762,,,,1.34,19260817.0,-1.0,1.0,0.0,157.0
4096.0,2.0,8.0,10000.0,1.0,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances']",0.9954600443092163,0.887257,0.712772,0.71689,0.099132,0.158231,0.157101,,,,28.85,19260817.0,-1.0,33.0,32.0,158.0
4096.0,32.0,2.0,100.0,0.001,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs']",0.9752173791742361,0.737028,0.719924,0.721844,0.1514,0.156248,0.15572,,,,26.67,19260817.0,-1.0,21.0,20.0,159.0
4096.0,2.0,2.0,10000.0,1.0,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.92073,0.695419,0.703727,0.083124,0.16294,0.160711,,,,5.55,19260817.0,-1.0,11.0,10.0,160.0
4.0,32.0,8.0,10000.0,0.001,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,-0.869988,-0.872284,-0.86807,0.403728,0.403983,0.40355,,,,2.03,19260817.0,-1.0,11.0,10.0,161.0
4096.0,2.0,2.0,100.0,1.0,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %']",0.9830121267145816,0.909809,0.853875,0.857508,0.088665,0.11286,0.111454,,,,12.51,19260817.0,-1.0,25.0,24.0,162.0
4096.0,2.0,8.0,100.0,0.001,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,-1.177934,-1.181465,-1.177643,0.435704,0.436065,0.435706,,,,2.16,19260817.0,-1.0,6.0,5.0,163.0
4.0,32.0,2.0,100.0,0.001,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs']",0.9752173791742361,0.615528,0.614875,0.618569,0.183064,0.183222,0.182351,,,,11.81,19260817.0,-1.0,21.0,20.0,164.0
4096.0,32.0,8.0,100.0,1.0,25.0,['Effective Disposals'],0.44653042996227005,0.590325,0.583934,0.586218,0.188968,0.19044,0.189927,,,,0.52,19260817.0,-1.0,1.0,0.0,165.0
4096.0,2.0,8.0,100.0,1.0,200.0,['Effective Disposals'],0.44653042996227005,0.590641,0.584354,0.586465,0.188896,0.190344,0.18987,,,,0.52,19260817.0,-1.0,1.0,0.0,166.0
4.0,2.0,8.0,10000.0,1.0,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs']",0.9752173791742361,0.822589,0.817963,0.820084,0.124354,0.125967,0.125238,,,,3.59,19260817.0,-1.0,21.0,20.0,167.0
4.0,32.0,2.0,100.0,1.0,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %']",0.9830121267145816,0.766087,0.765534,0.769541,0.14279,0.142961,0.141742,,,,5.41,19260817.0,-1.0,25.0,24.0,168.0
4.0,32.0,2.0,100.0,0.001,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,-0.421737,-0.422886,-0.422005,0.35203,0.352178,0.352088,,,,6.49,19260817.0,-1.0,29.0,28.0,169.0
4096.0,32.0,2.0,10000.0,0.001,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts']",0.9611499564974357,0.742156,0.693695,0.696782,0.149916,0.163401,0.162584,,,,25.95,19260817.0,-1.0,16.0,15.0,170.0
4096.0,2.0,8.0,10000.0,1.0,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,0.890096,0.718699,0.723471,0.097876,0.15659,0.155264,,,,25.96,19260817.0,-1.0,29.0,28.0,171.0
4.0,2.0,2.0,10000.0,1.0,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances']",0.9954600443092163,0.788636,0.786992,0.787945,0.135733,0.136262,0.135964,,,,7.71,19260817.0,-1.0,33.0,32.0,172.0
4.0,32.0,2.0,10000.0,0.001,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs']",0.9752173791742361,0.615528,0.614875,0.618569,0.183064,0.183222,0.182351,,,,10.98,19260817.0,-1.0,21.0,20.0,173.0
4096.0,2.0,8.0,100.0,0.001,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,0.070425,0.062396,0.064065,0.28465,0.285882,0.285643,,,,14.63,19260817.0,-1.0,37.0,36.0,174.0
4096.0,32.0,2.0,100.0,1.0,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,0.917403,0.856425,0.858827,0.08485,0.111871,0.110937,,,,17.96,19260817.0,-1.0,37.0,36.0,175.0
4096.0,2.0,8.0,100.0,0.001,25.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %']",0.9830121267145816,-0.218031,-0.225099,-0.222743,0.325836,0.326786,0.326488,,,,10.14,19260817.0,-1.0,25.0,24.0,176.0
4.0,32.0,2.0,10000.0,1.0,200.0,['Effective Disposals'],0.44653042996227005,0.401742,0.396285,0.400253,0.228357,0.2294,0.228657,,,,0.25,19260817.0,-1.0,1.0,0.0,177.0
