max_depth,max_bins,interaction_cst,learning_rate,l2_regularization,max_iter,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train rmse,Val rmse,Test rmse,Train mape,Val mape,Test mape,Time,random_state,n_columns,n_features,Precedence
3.0,64.0,pairwise,0.1,10.0,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.9217247970433559,0.883757,0.878531,0.881077,0.100659,0.102899,0.10182,,,,1.93,42.0,10.0,9.0,1023.0
3.0,64.0,pairwise,0.1,10.0,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50']",0.9370952172710802,0.887094,0.882324,0.884188,0.099204,0.101279,0.100479,,,,1.95,42.0,12.0,11.0,1024.0
3.0,255.0,no_interactions,0.1,1.0,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.869741,0.867734,0.869587,0.106555,0.107374,0.106625,,,,1.56,42.0,11.0,10.0,1025.0
3.0,255.0,pairwise,0.01,1.0,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.822608,0.818008,0.82192,0.124348,0.125951,0.124597,,,,1.82,42.0,11.0,10.0,1026.0
3.0,255.0,pairwise,0.1,0.1,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.889723,0.883373,0.885181,0.098042,0.100827,0.100048,,,,2.43,42.0,11.0,10.0,1027.0
3.0,255.0,pairwise,0.1,1.0,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.88397,0.879338,0.881204,0.100567,0.102556,0.101766,,,,0.93,42.0,11.0,10.0,1028.0
3.0,255.0,pairwise,0.1,1.0,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.9217247970433559,0.886762,0.88016,0.882511,0.099349,0.102206,0.101204,,,,1.58,42.0,10.0,9.0,1029.0
3.0,255.0,pairwise,0.1,1.0,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50']",0.9370952172710802,0.889669,0.883521,0.884999,0.098066,0.100763,0.100127,,,,1.69,42.0,12.0,11.0,1030.0
3.0,255.0,no_interactions,0.1,10.0,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.865896,0.864424,0.866369,0.108116,0.10871,0.107933,,,,1.26,42.0,11.0,10.0,1031.0
3.0,255.0,pairwise,0.01,10.0,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.729587,0.725061,0.729314,0.153527,0.154809,0.153615,,,,1.5,42.0,11.0,10.0,1032.0
3.0,255.0,pairwise,0.1,10.0,100.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.874584,0.870829,0.873277,0.104555,0.106111,0.105106,,,,0.58,42.0,11.0,10.0,1033.0
3.0,255.0,pairwise,0.1,10.0,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.9217247970433559,0.881132,0.875958,0.878632,0.101789,0.103983,0.102861,,,,0.91,42.0,10.0,9.0,1034.0
3.0,255.0,pairwise,0.1,10.0,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50']",0.9370952172710802,0.884047,0.879556,0.881522,0.100533,0.102464,0.101629,,,,0.98,42.0,12.0,11.0,1035.0
3.0,255.0,no_interactions,0.1,10.0,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.9217247970433559,0.865709,0.862807,0.865755,0.108192,0.109356,0.108181,,,,1.5,42.0,10.0,9.0,1036.0
3.0,255.0,pairwise,0.01,10.0,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.9217247970433559,0.82007,0.815319,0.81957,0.125234,0.126879,0.125417,,,,2.43,42.0,10.0,9.0,1037.0
3.0,255.0,pairwise,0.1,10.0,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters']",0.908246584633331,0.867329,0.858913,0.861546,0.107537,0.110897,0.109863,,,,1.58,42.0,9.0,8.0,1038.0
3.0,255.0,no_interactions,0.1,10.0,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50']",0.9370952172710802,0.869715,0.867716,0.869588,0.106566,0.107382,0.106625,,,,1.58,42.0,12.0,11.0,1039.0
3.0,255.0,pairwise,0.01,10.0,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50']",0.9370952172710802,0.822363,0.817739,0.821813,0.124433,0.126045,0.124635,,,,1.9,42.0,12.0,11.0,1040.0
3.0,255.0,pairwise,0.1,10.0,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained']",0.9437985228266181,0.890487,0.884401,0.886288,0.097702,0.100382,0.099564,,,,2.71,42.0,13.0,12.0,1041.0
48.0,255.0,pairwise,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.901889,0.883773,0.885647,0.092476,0.100654,0.099844,,,,2.32,42.0,11.0,10.0,1042.0
24.0,64.0,pairwise,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.893863,0.882082,0.883967,0.096184,0.101383,0.100575,,,,1.84,42.0,11.0,10.0,1043.0
24.0,255.0,pairwise,0.01,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.842464,0.83559,0.838794,0.117182,0.119713,0.118547,,,,4.66,42.0,11.0,10.0,1044.0
24.0,255.0,pairwise,0.1,0.001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.901889,0.883773,0.885647,0.092476,0.100654,0.099844,,,,2.34,42.0,11.0,10.0,1045.0
24.0,255.0,pairwise,0.1,0.0001,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.895944,0.882656,0.884446,0.095236,0.101137,0.100367,,,,1.68,42.0,11.0,10.0,1046.0
24.0,255.0,pairwise,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.9217247970433559,0.894874,0.879583,0.882132,0.095725,0.102452,0.101367,,,,2.63,42.0,10.0,9.0,1047.0
24.0,255.0,pairwise,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50']",0.9370952172710802,0.899614,0.883235,0.885488,0.093542,0.100887,0.099914,,,,2.02,42.0,12.0,11.0,1048.0
96.0,255.0,pairwise,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.901889,0.883773,0.885647,0.092476,0.100654,0.099844,,,,2.25,42.0,11.0,10.0,1049.0
48.0,64.0,pairwise,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.893863,0.882082,0.883967,0.096184,0.101383,0.100575,,,,2.56,42.0,11.0,10.0,1050.0
48.0,255.0,no_interactions,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.871823,0.866612,0.868045,0.1057,0.107829,0.107254,,,,2.57,42.0,11.0,10.0,1051.0
48.0,255.0,pairwise,0.01,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.842464,0.83559,0.838794,0.117182,0.119713,0.118547,,,,3.3,42.0,11.0,10.0,1052.0
48.0,255.0,pairwise,0.1,0.001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.901889,0.883773,0.885647,0.092476,0.100654,0.099844,,,,2.82,42.0,11.0,10.0,1053.0
48.0,255.0,pairwise,0.1,0.0001,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.895944,0.882656,0.884446,0.095236,0.101137,0.100367,,,,1.59,42.0,11.0,10.0,1054.0
48.0,255.0,pairwise,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.9217247970433559,0.894874,0.879583,0.882132,0.095725,0.102452,0.101367,,,,1.72,42.0,10.0,9.0,1055.0
48.0,255.0,pairwise,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50']",0.9370952172710802,0.899614,0.883235,0.885488,0.093542,0.100887,0.099914,,,,3.02,42.0,12.0,11.0,1056.0
12.0,64.0,pairwise,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.897215,0.882594,0.884544,0.094653,0.101163,0.100325,,,,2.33,42.0,11.0,10.0,1057.0
24.0,16.0,pairwise,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.87937,0.871689,0.874822,0.102541,0.105757,0.104463,,,,2.22,42.0,11.0,10.0,1058.0
24.0,64.0,no_interactions,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.868292,0.86589,0.86892,0.107146,0.10812,0.106898,,,,4.36,42.0,11.0,10.0,1059.0
24.0,64.0,pairwise,0.01,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.840448,0.834583,0.837948,0.117929,0.120079,0.118858,,,,3.17,42.0,11.0,10.0,1060.0
24.0,64.0,pairwise,0.1,0.001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.893863,0.882082,0.883967,0.096184,0.101383,0.100575,,,,2.4,42.0,11.0,10.0,1061.0
24.0,64.0,pairwise,0.1,0.0001,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.891968,0.881446,0.883337,0.097039,0.101656,0.100848,,,,1.61,42.0,11.0,10.0,1062.0
24.0,64.0,pairwise,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.9217247970433559,0.894957,0.879344,0.881514,0.095687,0.102554,0.101633,,,,2.42,42.0,10.0,9.0,1063.0
24.0,64.0,pairwise,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50']",0.9370952172710802,0.896688,0.882902,0.88471,0.094895,0.10103,0.100253,,,,2.3,42.0,12.0,11.0,1064.0
12.0,255.0,pairwise,0.1,0.001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.899164,0.883258,0.885128,0.093751,0.100877,0.100071,,,,2.51,42.0,11.0,10.0,1065.0
24.0,255.0,no_interactions,0.1,0.001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.871823,0.866612,0.868045,0.1057,0.107829,0.107254,,,,2.57,42.0,11.0,10.0,1066.0
24.0,255.0,pairwise,0.01,0.001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.842463,0.83559,0.838794,0.117182,0.119713,0.118547,,,,4.08,42.0,11.0,10.0,1067.0
24.0,255.0,pairwise,0.1,0.01,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.903467,0.883636,0.885751,0.091729,0.100713,0.099799,,,,2.5,42.0,11.0,10.0,1068.0
24.0,255.0,pairwise,0.1,0.001,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.895944,0.882656,0.884446,0.095236,0.101137,0.100367,,,,1.57,42.0,11.0,10.0,1069.0
24.0,255.0,pairwise,0.1,0.001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.9217247970433559,0.894874,0.879583,0.882132,0.095725,0.102452,0.101367,,,,2.34,42.0,10.0,9.0,1070.0
24.0,255.0,pairwise,0.1,0.001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50']",0.9370952172710802,0.899614,0.883235,0.885488,0.093542,0.100887,0.099914,,,,2.14,42.0,12.0,11.0,1071.0
12.0,255.0,pairwise,0.1,0.0001,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.895783,0.882525,0.884423,0.09531,0.101193,0.100377,,,,1.64,42.0,11.0,10.0,1072.0
24.0,255.0,no_interactions,0.1,0.0001,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.867694,0.864057,0.865849,0.107389,0.108857,0.108143,,,,1.52,42.0,11.0,10.0,1073.0
24.0,255.0,pairwise,0.01,0.0001,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.755529,0.749399,0.752895,0.145977,0.147798,0.146771,,,,2.55,42.0,11.0,10.0,1074.0
24.0,255.0,pairwise,0.1,0.0001,100.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.885016,0.876494,0.878926,0.100112,0.103758,0.102737,,,,0.9,42.0,11.0,10.0,1075.0
24.0,255.0,pairwise,0.1,0.0001,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.9217247970433559,0.893063,0.879168,0.881839,0.096546,0.102629,0.101493,,,,1.54,42.0,10.0,9.0,1076.0
24.0,255.0,pairwise,0.1,0.0001,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50']",0.9370952172710802,0.896133,0.882777,0.88476,0.09515,0.101084,0.100231,,,,1.69,42.0,12.0,11.0,1077.0
12.0,255.0,pairwise,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.9217247970433559,0.896785,0.879996,0.882466,0.094851,0.102276,0.101224,,,,1.97,42.0,10.0,9.0,1078.0
24.0,255.0,no_interactions,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.9217247970433559,0.867601,0.861663,0.864059,0.107427,0.109811,0.108862,,,,3.21,42.0,10.0,9.0,1079.0
24.0,255.0,pairwise,0.01,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.9217247970433559,0.840791,0.833693,0.837187,0.117802,0.120402,0.119137,,,,3.27,42.0,10.0,9.0,1080.0
24.0,255.0,pairwise,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters']",0.908246584633331,0.877431,0.858218,0.861452,0.103362,0.11117,0.109901,,,,2.67,42.0,9.0,8.0,1081.0
12.0,255.0,pairwise,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50']",0.9370952172710802,0.901786,0.883559,0.885633,0.092524,0.100747,0.099851,,,,2.3,42.0,12.0,11.0,1082.0
24.0,255.0,no_interactions,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50']",0.9370952172710802,0.871823,0.866612,0.868045,0.1057,0.107829,0.107254,,,,2.6,42.0,12.0,11.0,1083.0
24.0,255.0,pairwise,0.01,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50']",0.9370952172710802,0.842464,0.83559,0.838794,0.117182,0.119713,0.118547,,,,4.49,42.0,12.0,11.0,1084.0
24.0,255.0,pairwise,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained']",0.9437985228266181,0.904336,0.883932,0.886746,0.091315,0.100585,0.099363,,,,2.62,42.0,13.0,12.0,1085.0
192.0,64.0,pairwise,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.893863,0.882082,0.883967,0.096184,0.101383,0.100575,,,,2.22,42.0,11.0,10.0,1086.0
192.0,255.0,pairwise,0.01,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.842464,0.83559,0.838794,0.117182,0.119713,0.118547,,,,3.38,42.0,11.0,10.0,1087.0
192.0,255.0,pairwise,0.1,0.001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.901889,0.883773,0.885647,0.092476,0.100654,0.099844,,,,2.31,42.0,11.0,10.0,1088.0
192.0,255.0,pairwise,0.1,0.0001,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.895944,0.882656,0.884446,0.095236,0.101137,0.100367,,,,2.31,42.0,11.0,10.0,1089.0
192.0,255.0,pairwise,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.9217247970433559,0.894874,0.879583,0.882132,0.095725,0.102452,0.101367,,,,1.72,42.0,10.0,9.0,1090.0
192.0,255.0,pairwise,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50']",0.9370952172710802,0.899614,0.883235,0.885488,0.093542,0.100887,0.099914,,,,2.01,42.0,12.0,11.0,1091.0
96.0,64.0,pairwise,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.893863,0.882082,0.883967,0.096184,0.101383,0.100575,,,,1.79,42.0,11.0,10.0,1092.0
192.0,16.0,pairwise,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.87937,0.871689,0.874822,0.102541,0.105757,0.104463,,,,3.2,42.0,11.0,10.0,1093.0
192.0,64.0,no_interactions,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.868292,0.86589,0.86892,0.107146,0.10812,0.106898,,,,2.96,42.0,11.0,10.0,1094.0
192.0,64.0,pairwise,0.01,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.840448,0.834583,0.837948,0.117929,0.120079,0.118858,,,,4.12,42.0,11.0,10.0,1095.0
192.0,64.0,pairwise,0.1,0.001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.893863,0.882082,0.883967,0.096184,0.101383,0.100575,,,,1.74,42.0,11.0,10.0,1096.0
192.0,64.0,pairwise,0.1,0.0001,200.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325660999,0.891968,0.881446,0.883337,0.097039,0.101656,0.100848,,,,1.59,42.0,11.0,10.0,1097.0
192.0,64.0,pairwise,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.9217247970433559,0.894957,0.879344,0.881514,0.095687,0.102554,0.101633,,,,2.83,42.0,10.0,9.0,1098.0
192.0,64.0,pairwise,0.1,0.0001,400.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50']",0.9370952172710802,0.896688,0.882902,0.88471,0.094895,0.10103,0.100253,,,,2.29,42.0,12.0,11.0,1099.0
