hidden_dim,hidden_layers,dropout,batch_size,epochs,lr,batchnorm,grad_clip,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train rmse,Val rmse,Test rmse,Train mape,Val mape,Test mape,Time,input_dim,random_state,loss,rootpath,TabularDataFactory,TabularDataset,name,output_dim,mode,n_columns,n_features,Precedence
256.0,2.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.921724797043356,0.890328,0.888869,0.890234,0.097773,0.098423,0.097822,,,,51.09,10.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,10.0,9.0,147.0
256.0,2.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.893713,0.893039,0.893525,0.096252,0.096558,0.096344,,,,50.4,11.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,11.0,10.0,148.0
256.0,2.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50']",0.9370952172710802,0.892112,0.89138,0.891786,0.096974,0.097304,0.097127,,,,50.77,12.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,12.0,11.0,149.0
256.0,2.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained']",0.943798522826618,0.894784,0.894586,0.895019,0.095766,0.095857,0.095665,,,,51.14,13.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,13.0,12.0,150.0
256.0,2.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks']",0.9503332272292372,0.897634,0.896708,0.897069,0.09446,0.094888,0.094727,,,,49.78,14.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,14.0,13.0,151.0
256.0,2.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists']",0.9565296687326263,0.901469,0.900687,0.900491,0.092674,0.093042,0.093139,,,,49.68,15.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,15.0,14.0,152.0
256.0,2.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts']",0.9611499564974356,0.902956,0.901245,0.90134,0.091972,0.09278,0.092741,,,,50.66,16.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,16.0,15.0,153.0
256.0,2.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50']",0.9645858003064072,0.902975,0.90149,0.901402,0.091963,0.092665,0.092712,,,,50.34,17.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,17.0,16.0,154.0
256.0,2.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists']",0.9673770870917228,0.903554,0.901959,0.901542,0.091688,0.092445,0.092646,,,,50.49,18.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,18.0,17.0,155.0
256.0,2.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.903723,0.901672,0.901513,0.091607,0.09258,0.09266,,,,50.34,19.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,19.0,18.0,156.0
256.0,2.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50']",0.9727234836103577,0.903895,0.902261,0.901989,0.091526,0.092302,0.092435,,,,51.62,20.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,20.0,19.0,157.0
256.0,2.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs']",0.975217379174236,0.904229,0.902287,0.901918,0.091367,0.09229,0.092469,,,,49.7,21.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,21.0,20.0,158.0
256.0,2.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50']",0.9773390168194316,0.904404,0.90187,0.901594,0.091283,0.092486,0.092621,,,,49.52,22.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,22.0,21.0,159.0
256.0,2.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %']",0.9794518706907822,0.904854,0.902436,0.90237,0.091068,0.092219,0.092255,,,,51.36,23.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,23.0,22.0,160.0
256.0,2.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s']",0.981268113923304,0.905199,0.902944,0.902813,0.090903,0.091979,0.092046,,,,50.38,24.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,24.0,23.0,161.0
256.0,2.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %']",0.9830121267145816,0.90541,0.90314,0.902706,0.090802,0.091886,0.092097,,,,50.19,25.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,25.0,24.0,162.0
256.0,2.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks']",0.9847276615664784,0.905259,0.902556,0.902279,0.090874,0.092162,0.092299,,,,50.73,26.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,26.0,25.0,163.0
256.0,2.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For']",0.9864022991207512,0.905636,0.902821,0.902456,0.090693,0.092037,0.092215,,,,49.45,27.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,27.0,26.0,164.0
256.0,2.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances']",0.9880071555759266,0.905844,0.903187,0.902792,0.090593,0.091864,0.092056,,,,50.21,28.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,28.0,27.0,165.0
256.0,2.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,0.905972,0.903176,0.902644,0.090531,0.091869,0.092126,,,,51.28,29.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,29.0,28.0,166.0
256.0,2.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers']",0.9911132734549049,0.905776,0.902989,0.902856,0.090626,0.091958,0.092026,,,,50.5,30.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,30.0,29.0,167.0
256.0,2.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions']",0.9941282512295924,0.906907,0.904032,0.903566,0.09008,0.091462,0.091689,,,,49.89,32.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,32.0,31.0,168.0
256.0,2.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances']",0.9954600443092164,0.907285,0.904132,0.903189,0.089897,0.091414,0.091868,,,,50.64,33.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,33.0,32.0,169.0
256.0,2.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds']",0.9967759764723418,0.907383,0.90394,0.903497,0.089849,0.091506,0.091721,,,,49.34,34.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,34.0,33.0,170.0
256.0,2.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances']",0.998079867999009,0.907193,0.904156,0.903261,0.089941,0.091403,0.091833,,,,49.88,35.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,35.0,34.0,171.0
256.0,2.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",0.999192674212217,0.907566,0.904609,0.903431,0.089761,0.091186,0.091753,,,,51.03,36.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,36.0,35.0,172.0
256.0,2.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,0.908978,0.904463,0.90398,0.089072,0.091256,0.091492,,,,50.52,37.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,37.0,36.0,173.0
256.0,3.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",0.999192674212217,0.907541,0.902647,0.902277,0.089773,0.092119,0.092299,,,,56.21,36.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,36.0,35.0,174.0
256.0,4.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",0.999192674212217,0.90952,0.902807,0.902405,0.088807,0.092044,0.092239,,,,63.65,36.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,36.0,35.0,175.0
256.0,5.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",0.999192674212217,0.907909,0.902441,0.902203,0.089594,0.092217,0.092334,,,,68.14,36.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,36.0,35.0,176.0
4.0,2.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",0.999192674212217,0.871304,0.87063,0.872112,0.105914,0.106192,0.105588,,,,49.61,36.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,36.0,35.0,177.0
16.0,2.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",0.999192674212217,0.899881,0.899383,0.899228,0.093418,0.093651,0.093728,,,,51.3,36.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,36.0,35.0,178.0
32.0,2.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",0.999192674212217,0.903325,0.902767,0.902426,0.091797,0.092063,0.092229,,,,50.06,36.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,36.0,35.0,179.0
64.0,2.0,0.0,32.0,15.0,0.001,False,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",0.999192674212217,0.903555,0.902751,0.902529,0.091687,0.09207,0.09218,,,,50.06,36.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,36.0,35.0,180.0
