hidden_dim,hidden_layers,dropout,batch_size,epochs,lr,batchnorm,grad_clip,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train rmse,Val rmse,Test rmse,Train mape,Val mape,Test mape,Time,input_dim,random_state,loss,rootpath,TabularDataFactory,TabularDataset,name,output_dim,mode,n_columns,n_features,Precedence
16.0,2.0,0.0,256.0,10.0,0.01,True,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s']",0.981268113923304,0.897417,0.896729,0.89696,0.09456,0.094878,0.094777,,,,8.29,24.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,24.0,23.0,84.0
16.0,2.0,0.0,256.0,10.0,0.01,True,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %']",0.9830121267145816,0.899742,0.899904,0.89942,0.093482,0.093408,0.093639,,,,9.25,25.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,25.0,24.0,85.0
16.0,2.0,0.0,256.0,10.0,0.01,True,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks']",0.9847276615664784,0.902654,0.902342,0.90241,0.092114,0.092264,0.092237,,,,9.12,26.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,26.0,25.0,86.0
16.0,2.0,0.0,256.0,10.0,0.01,True,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For']",0.9864022991207512,0.901782,0.901463,0.901849,0.092526,0.092678,0.092501,,,,8.95,27.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,27.0,26.0,87.0
16.0,2.0,0.0,256.0,10.0,0.01,True,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances']",0.9880071555759266,0.902197,0.901866,0.902016,0.09233,0.092488,0.092422,,,,8.56,28.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,28.0,27.0,88.0
16.0,2.0,0.0,256.0,10.0,0.01,True,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,0.900741,0.900311,0.900161,0.093015,0.093218,0.093293,,,,9.2,29.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,29.0,28.0,89.0
16.0,2.0,0.0,256.0,10.0,0.01,True,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers']",0.9911132734549049,0.902612,0.902083,0.902432,0.092135,0.092386,0.092226,,,,10.64,30.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,30.0,29.0,90.0
16.0,2.0,0.0,256.0,10.0,0.01,True,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions']",0.9941282512295924,0.903816,0.903636,0.903464,0.091563,0.09165,0.091737,,,,8.74,32.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,32.0,31.0,91.0
16.0,2.0,0.0,256.0,10.0,0.01,True,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances']",0.9954600443092164,0.901182,0.900697,0.900518,0.092808,0.093038,0.093126,,,,8.58,33.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,33.0,32.0,92.0
16.0,2.0,0.0,256.0,10.0,0.01,True,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds']",0.9967759764723418,0.900795,0.900579,0.900214,0.09299,0.093093,0.093268,,,,9.5,34.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,34.0,33.0,93.0
16.0,2.0,0.0,256.0,10.0,0.01,True,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances']",0.998079867999009,0.902096,0.901375,0.901595,0.092378,0.09272,0.092621,,,,9.54,35.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,35.0,34.0,94.0
16.0,2.0,0.0,256.0,10.0,0.01,True,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",0.999192674212217,0.899317,0.899008,0.899081,0.09368,0.093826,0.093796,,,,8.19,36.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,36.0,35.0,95.0
16.0,2.0,0.0,256.0,10.0,0.01,True,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,0.899798,0.899159,0.899075,0.093456,0.093755,0.093799,,,,9.55,37.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,37.0,36.0,96.0
16.0,3.0,0.0,256.0,10.0,0.01,True,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces']",0.9926434124424228,0.898838,0.898558,0.898152,0.093903,0.094034,0.094227,,,,10.09,31.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,31.0,30.0,97.0
16.0,4.0,0.0,256.0,10.0,0.01,True,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces']",0.9926434124424228,0.902789,0.902382,0.901632,0.092051,0.092245,0.092604,,,,11.03,31.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,31.0,30.0,98.0
16.0,5.0,0.0,256.0,10.0,0.01,True,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces']",0.9926434124424228,0.896304,0.896262,0.89473,0.095071,0.095093,0.095797,,,,12.3,31.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,31.0,30.0,99.0
4.0,2.0,0.0,256.0,10.0,0.01,True,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces']",0.9926434124424228,0.898595,0.898817,0.899357,0.094015,0.093914,0.093668,,,,8.1,31.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,31.0,30.0,100.0
8.0,2.0,0.0,256.0,10.0,0.01,True,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces']",0.9926434124424228,0.902365,0.90273,0.902327,0.092251,0.09208,0.092276,,,,8.77,31.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,31.0,30.0,101.0
32.0,2.0,0.0,256.0,10.0,0.01,True,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces']",0.9926434124424228,0.89993,0.898664,0.898632,0.093394,0.093985,0.094005,,,,10.68,31.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,31.0,30.0,102.0
64.0,2.0,0.0,256.0,10.0,0.01,True,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces']",0.9926434124424228,0.902061,0.899111,0.899013,0.092395,0.093778,0.093828,,,,9.08,31.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,31.0,30.0,103.0
128.0,2.0,0.0,256.0,10.0,0.01,True,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces']",0.9926434124424228,0.903531,0.900649,0.899875,0.091699,0.09306,0.093427,,,,8.06,31.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,31.0,30.0,104.0
16.0,2.0,0.05,256.0,10.0,0.01,True,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces']",0.9926434124424228,0.901642,0.901407,0.900915,0.092592,0.092704,0.09294,,,,9.63,31.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,31.0,30.0,105.0
16.0,2.0,0.1,256.0,10.0,0.01,True,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces']",0.9926434124424228,0.888827,0.888112,0.889077,0.09844,0.098757,0.098336,,,,9.3,31.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,31.0,30.0,106.0
16.0,2.0,0.15,256.0,10.0,0.01,True,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces']",0.9926434124424228,0.848483,0.848146,0.849375,0.114921,0.115051,0.114591,,,,9.06,31.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,31.0,30.0,107.0
16.0,2.0,0.2,256.0,10.0,0.01,True,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces']",0.9926434124424228,0.842271,0.841948,0.842533,0.117253,0.117375,0.117164,,,,8.73,31.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,31.0,30.0,108.0
16.0,2.0,0.0,256.0,10.0,0.01,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces']",0.9926434124424228,0.865798,0.863592,0.865763,0.108156,0.109043,0.108177,,,,8.24,31.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,31.0,30.0,109.0
16.0,2.0,0.0,256.0,10.0,0.01,True,False,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces']",0.9926434124424228,0.904296,0.904435,0.903724,0.091335,0.09127,0.091613,,,,8.26,31.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,31.0,30.0,110.0
16.0,2.0,0.0,256.0,10.0,0.0001,True,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces']",0.9926434124424228,0.892502,0.889922,0.889413,0.096799,0.097955,0.098187,,,,8.28,31.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,31.0,30.0,111.0
16.0,2.0,0.0,256.0,10.0,0.001,True,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces']",0.9926434124424228,0.899458,0.897575,0.897559,0.093615,0.094489,0.094501,,,,9.08,31.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,31.0,30.0,112.0
16.0,2.0,0.0,256.0,10.0,0.1,True,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces']",0.9926434124424228,0.892247,0.891693,0.891834,0.096914,0.097164,0.097106,,,,9.43,31.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,31.0,30.0,113.0
16.0,2.0,0.0,256.0,5.0,0.01,True,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces']",0.9926434124424228,0.898074,0.898421,0.89787,0.094257,0.094097,0.094358,,,,4.15,31.0,42.0,MSELoss(),./,<function TabularDataFactory at 0x7c616ab9f130>,<class 'PyTorch2Sklearn.utils.data.TabularDataset'>,MLP,1.0,Regression,31.0,30.0,114.0
