n_estimators,max_depth,subsample,colsample_bylevel,max_bin,reg_lambda,learning_rate,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train rmse,Val rmse,Test rmse,Train mape,Val mape,Test mape,Time,random_state,verbose,bootstrap_type,n_columns,n_features,Precedence
50.0,4.0,0.7,0.7,64.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50']",0.9645858003064072,0.590599,0.585094,0.58833,0.188905,0.190174,0.189441,,,,61.54,19260817.0,False,Bernoulli,17.0,16.0,16.0
50.0,4.0,0.7,0.7,64.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists']",0.9673770870917228,0.593273,0.586498,0.591147,0.188287,0.189852,0.188792,,,,63.18,19260817.0,False,Bernoulli,18.0,17.0,17.0
50.0,4.0,0.7,0.7,64.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.592926,0.586667,0.592635,0.188368,0.189814,0.188448,,,,66.13,19260817.0,False,Bernoulli,19.0,18.0,18.0
50.0,4.0,0.7,0.7,64.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50']",0.9727234836103577,0.580455,0.574452,0.578041,0.191231,0.192598,0.191794,,,,66.83,19260817.0,False,Bernoulli,20.0,19.0,19.0
50.0,4.0,0.7,0.7,64.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs']",0.975217379174236,0.572917,0.562197,0.567287,0.192942,0.195351,0.194223,,,,66.62,19260817.0,False,Bernoulli,21.0,20.0,20.0
50.0,4.0,0.7,0.7,64.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50']",0.9773390168194316,0.596564,0.592807,0.589379,0.187524,0.188398,0.1892,,,,73.62,19260817.0,False,Bernoulli,22.0,21.0,21.0
50.0,4.0,0.7,0.7,64.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %']",0.9794518706907822,0.581658,0.579355,0.579635,0.190957,0.191485,0.191431,,,,70.73,19260817.0,False,Bernoulli,23.0,22.0,22.0
50.0,4.0,0.7,0.7,64.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s']",0.981268113923304,0.56488,0.557997,0.566334,0.194748,0.196286,0.194436,,,,70.61,19260817.0,False,Bernoulli,24.0,23.0,23.0
50.0,4.0,0.7,0.7,64.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %']",0.9830121267145816,0.565409,0.560332,0.56623,0.19463,0.195767,0.19446,,,,77.39,19260817.0,False,Bernoulli,25.0,24.0,24.0
50.0,4.0,0.7,0.7,64.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks']",0.9847276615664784,0.567139,0.557211,0.55935,0.194242,0.196461,0.195996,,,,77.2,19260817.0,False,Bernoulli,26.0,25.0,25.0
50.0,4.0,0.7,0.7,64.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For']",0.9864022991207512,0.558259,0.552705,0.5588,0.196225,0.197458,0.196118,,,,75.43,19260817.0,False,Bernoulli,27.0,26.0,26.0
50.0,4.0,0.7,0.7,64.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances']",0.9880071555759266,0.563273,0.557007,0.561029,0.195108,0.196506,0.195622,,,,77.63,19260817.0,False,Bernoulli,28.0,27.0,27.0
50.0,4.0,0.7,0.7,64.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,0.561758,0.554637,0.55666,0.195446,0.197031,0.196593,,,,78.59,19260817.0,False,Bernoulli,29.0,28.0,28.0
50.0,4.0,0.7,0.7,64.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers']",0.9911132734549049,0.570232,0.564139,0.568081,0.193547,0.194918,0.194045,,,,81.7,19260817.0,False,Bernoulli,30.0,29.0,29.0
50.0,4.0,0.7,0.7,64.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces']",0.9926434124424228,0.53753,0.532539,0.534915,0.200776,0.20186,0.201357,,,,81.78,19260817.0,False,Bernoulli,31.0,30.0,30.0
50.0,4.0,0.7,0.7,64.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions']",0.9941282512295924,0.559412,0.555094,0.552971,0.195968,0.19693,0.19741,,,,81.55,19260817.0,False,Bernoulli,32.0,31.0,31.0
50.0,4.0,0.7,0.7,64.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances']",0.9954600443092164,0.566253,0.559262,0.563572,0.194441,0.196005,0.195055,,,,85.69,19260817.0,False,Bernoulli,33.0,32.0,32.0
50.0,4.0,0.7,0.7,64.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds']",0.9967759764723418,0.544498,0.541801,0.538018,0.199258,0.19985,0.200684,,,,86.04,19260817.0,False,Bernoulli,34.0,33.0,33.0
50.0,4.0,0.7,0.7,64.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances']",0.998079867999009,0.571866,0.564662,0.570466,0.193179,0.194801,0.193508,,,,86.4,19260817.0,False,Bernoulli,35.0,34.0,34.0
50.0,4.0,0.7,0.7,64.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",0.999192674212217,0.550642,0.537643,0.547343,0.197909,0.200755,0.198648,,,,89.29,19260817.0,False,Bernoulli,36.0,35.0,35.0
50.0,4.0,0.7,0.7,64.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,0.562619,0.557607,0.559928,0.195254,0.196373,0.195867,,,,90.38,19260817.0,False,Bernoulli,37.0,36.0,36.0
50.0,2.0,0.7,0.7,64.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.346226,0.34806,0.350012,0.238717,0.238386,0.238042,,,,42.84,19260817.0,False,Bernoulli,11.0,10.0,37.0
50.0,8.0,0.7,0.7,64.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.738626,0.719133,0.73159,0.150939,0.156469,0.152968,,,,97.04,19260817.0,False,Bernoulli,11.0,10.0,38.0
50.0,8.0,0.7,0.7,256.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.743849,0.733462,0.731741,0.149423,0.152425,0.152925,,,,167.3,19260817.0,False,Bernoulli,11.0,10.0,39.0
50.0,8.0,0.7,0.4,256.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.738605,0.723894,0.724108,0.150945,0.155137,0.155085,,,,124.09,19260817.0,False,Bernoulli,11.0,10.0,40.0
50.0,8.0,0.7,0.55,256.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.738683,0.724286,0.726957,0.150922,0.155027,0.154282,,,,149.22,19260817.0,False,Bernoulli,11.0,10.0,41.0
50.0,8.0,0.7,0.85,256.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.743499,0.733964,0.735029,0.149525,0.152282,0.151985,,,,194.09,19260817.0,False,Bernoulli,11.0,10.0,42.0
50.0,8.0,0.7,1.0,256.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.745159,0.732154,0.734504,0.149041,0.152799,0.152135,,,,220.63,19260817.0,False,Bernoulli,11.0,10.0,43.0
50.0,8.0,0.4,0.85,256.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.739209,0.727953,0.728688,0.15077,0.153992,0.153793,,,,187.96,19260817.0,False,Bernoulli,11.0,10.0,44.0
50.0,8.0,0.55,0.85,256.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.742003,0.730869,0.735611,0.14996,0.153165,0.151817,,,,188.1,19260817.0,False,Bernoulli,11.0,10.0,45.0
50.0,8.0,0.85,0.85,256.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.740397,0.732488,0.731513,0.150426,0.152703,0.15299,,,,213.96,19260817.0,False,Bernoulli,11.0,10.0,46.0
50.0,8.0,1.0,0.85,256.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.747921,0.732234,0.737616,0.148231,0.152776,0.151241,,,,220.83,19260817.0,False,Bernoulli,11.0,10.0,47.0
25.0,8.0,0.7,0.85,256.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.711245,0.703907,0.703816,0.158648,0.160654,0.160687,,,,99.12,19260817.0,False,Bernoulli,11.0,10.0,48.0
100.0,8.0,0.7,0.85,256.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.77581,0.757864,0.761526,0.139791,0.14528,0.144185,,,,393.01,19260817.0,False,Bernoulli,11.0,10.0,49.0
200.0,8.0,0.7,0.85,256.0,0.01,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.816384,0.789402,0.790713,0.12651,0.135489,0.135074,,,,806.21,19260817.0,False,Bernoulli,11.0,10.0,50.0
200.0,8.0,0.7,0.85,256.0,0.1,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.806222,0.785854,0.788143,0.129964,0.136626,0.135901,,,,788.26,19260817.0,False,Bernoulli,11.0,10.0,51.0
200.0,8.0,0.7,0.85,256.0,1.0,0.01,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.787522,0.776541,0.779642,0.13609,0.139565,0.1386,,,,781.23,19260817.0,False,Bernoulli,11.0,10.0,52.0
200.0,8.0,0.7,0.85,256.0,0.01,0.001,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.712845,0.703749,0.705435,0.158208,0.160697,0.160247,,,,775.67,19260817.0,False,Bernoulli,11.0,10.0,53.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.964413,0.83595,0.839924,0.055695,0.119582,0.118131,,,,779.18,19260817.0,False,Bernoulli,11.0,10.0,54.0
200.0,8.0,0.7,0.85,256.0,0.01,1.0,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.400403,0.393624,0.413331,0.228612,0.229905,0.22615,,,,1026.88,19260817.0,False,Bernoulli,11.0,10.0,55.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,['Effective Disposals'],0.44653042996227,0.389539,0.380896,0.390142,0.230674,0.232305,0.230576,,,,180.29,19260817.0,False,Bernoulli,1.0,0.0,56.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals']",0.5902700666140068,0.451536,0.430429,0.437079,0.218647,0.222818,0.221526,,,,280.33,19260817.0,False,Bernoulli,2.0,1.0,57.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions']",0.6884421836299831,0.588976,0.537016,0.547658,0.189279,0.200891,0.198579,,,,369.54,19260817.0,False,Bernoulli,3.0,2.0,58.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals']",0.7573402957514369,0.743583,0.650142,0.655985,0.149501,0.174632,0.173177,,,,418.5,19260817.0,False,Bernoulli,4.0,3.0,59.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements']",0.7965879020682821,0.78394,0.664867,0.663367,0.137232,0.170917,0.171308,,,,478.38,19260817.0,False,Bernoulli,5.0,4.0,60.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts']",0.8334493582092865,0.845657,0.709176,0.710105,0.115988,0.159218,0.158972,,,,531.18,19260817.0,False,Bernoulli,6.0,5.0,61.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks']",0.8643600434499222,0.876925,0.740658,0.744454,0.103575,0.150353,0.149257,,,,587.57,19260817.0,False,Bernoulli,7.0,6.0,62.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles']",0.8888584293867895,0.918085,0.769869,0.773907,0.084499,0.141633,0.140393,,,,637.18,19260817.0,False,Bernoulli,8.0,7.0,63.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters']",0.908246584633331,0.938667,0.804296,0.806478,0.073117,0.13061,0.129887,,,,691.84,19260817.0,False,Bernoulli,9.0,8.0,64.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.921724797043356,0.956508,0.826773,0.835744,0.06157,0.122881,0.119663,,,,751.05,19260817.0,False,Bernoulli,10.0,9.0,65.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50']",0.9370952172710802,0.962541,0.834892,0.833167,0.057141,0.119967,0.120598,,,,854.96,19260817.0,False,Bernoulli,12.0,11.0,66.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained']",0.943798522826618,0.96893,0.835791,0.831083,0.05204,0.11964,0.121349,,,,1003.96,19260817.0,False,Bernoulli,13.0,12.0,67.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks']",0.9503332272292372,0.973567,0.832,0.835148,0.048,0.121013,0.11988,,,,1027.29,19260817.0,False,Bernoulli,14.0,13.0,68.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists']",0.9565296687326263,0.97287,0.829191,0.830392,0.048629,0.12202,0.121597,,,,1097.74,19260817.0,False,Bernoulli,15.0,14.0,69.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts']",0.9611499564974356,0.974214,0.835019,0.837666,0.047409,0.119921,0.118961,,,,1143.42,19260817.0,False,Bernoulli,16.0,15.0,70.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50']",0.9645858003064072,0.975249,0.835371,0.832298,0.046448,0.119793,0.120912,,,,1174.48,19260817.0,False,Bernoulli,17.0,16.0,71.0
200.0,8.0,0.7,0.85,256.0,0.01,0.1,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists']",0.9673770870917228,0.978433,0.833885,0.838412,0.043357,0.120332,0.118687,,,,1212.58,19260817.0,False,Bernoulli,18.0,17.0,72.0
