hidden_dim,num_encoder_layers,num_decoder_layers,num_graph_layers,graph_nhead,dropout,epochs,lr,batchnorm,grad_clip,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train rmse,Val rmse,Test rmse,Train mape,Val mape,Test mape,Time,input_dim,random_state,loss,rootpath,GraphDataFactory,output_dim,mode,graph_mode,verbose,n_columns,n_features,Precedence
16.0,2.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks']",0.8643600434499222,0.821015,0.818253,0.818614,0.124904,0.125867,0.125748,,,,191.33,7.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,7.0,6.0,71.0
16.0,2.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles']",0.8888584293867895,0.846994,0.843166,0.844612,0.115484,0.116922,0.116388,,,,191.58,8.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,8.0,7.0,72.0
16.0,2.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters']",0.908246584633331,0.871953,0.869315,0.870093,0.105646,0.106731,0.106418,,,,190.46,9.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,9.0,8.0,73.0
16.0,2.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers']",0.921724797043356,0.894172,0.893162,0.893396,0.096044,0.096503,0.096402,,,,192.34,10.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,10.0,9.0,74.0
16.0,2.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks']",0.9296124325661,0.897029,0.896116,0.896013,0.094739,0.095159,0.095211,,,,191.94,11.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,11.0,10.0,75.0
16.0,2.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50']",0.9370952172710802,0.897032,0.896155,0.896831,0.094737,0.095142,0.094837,,,,188.41,12.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,12.0,11.0,76.0
16.0,2.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained']",0.943798522826618,0.898305,0.898109,0.897547,0.09415,0.094242,0.094507,,,,189.25,13.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,13.0,12.0,77.0
16.0,2.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks']",0.9503332272292372,0.902658,0.901911,0.901665,0.092113,0.092467,0.092588,,,,189.64,14.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,14.0,13.0,78.0
16.0,2.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists']",0.9565296687326263,0.904551,0.904552,0.903249,0.091213,0.091214,0.091839,,,,189.11,15.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,15.0,14.0,79.0
16.0,2.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts']",0.9611499564974356,0.906961,0.906152,0.905442,0.090054,0.090446,0.090793,,,,188.89,16.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,16.0,15.0,80.0
16.0,2.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50']",0.9645858003064072,0.906867,0.90573,0.905446,0.090099,0.090649,0.090791,,,,190.0,17.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,17.0,16.0,81.0
16.0,2.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists']",0.9673770870917228,0.907843,0.906645,0.905757,0.089626,0.090208,0.090641,,,,186.53,18.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,18.0,17.0,82.0
16.0,2.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains']",0.9701515001846404,0.907065,0.906514,0.905774,0.090003,0.090271,0.090633,,,,188.44,19.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,19.0,18.0,83.0
16.0,2.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50']",0.9727234836103577,0.907621,0.906975,0.906,0.089734,0.090049,0.090524,,,,188.67,20.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,20.0,19.0,84.0
16.0,2.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs']",0.975217379174236,0.907913,0.907002,0.906657,0.089592,0.090035,0.090207,,,,193.02,21.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,21.0,20.0,85.0
16.0,2.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50']",0.9773390168194316,0.907992,0.907007,0.906678,0.089553,0.090033,0.090197,,,,193.24,22.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,22.0,21.0,86.0
16.0,2.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %']",0.9794518706907822,0.908309,0.907217,0.906564,0.089399,0.089932,0.090252,,,,190.42,23.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,23.0,22.0,87.0
16.0,2.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s']",0.981268113923304,0.908377,0.907203,0.907077,0.089366,0.089938,0.090004,,,,189.44,24.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,24.0,23.0,88.0
16.0,2.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %']",0.9830121267145816,0.908637,0.907107,0.906769,0.089239,0.089984,0.090153,,,,188.84,25.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,25.0,24.0,89.0
16.0,2.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks']",0.9847276615664784,0.909058,0.907077,0.907468,0.089033,0.089999,0.089815,,,,188.39,26.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,26.0,25.0,90.0
16.0,2.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For']",0.9864022991207512,0.908891,0.907817,0.907921,0.089115,0.08964,0.089594,,,,188.0,27.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,27.0,26.0,91.0
16.0,2.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances']",0.9880071555759266,0.909596,0.908351,0.907931,0.088769,0.08938,0.08959,,,,191.0,28.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,28.0,27.0,92.0
16.0,2.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s']",0.989568451403329,0.909579,0.908129,0.90758,0.088778,0.089488,0.08976,,,,191.2,29.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,29.0,28.0,93.0
16.0,2.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers']",0.9911132734549049,0.909362,0.908083,0.90783,0.088884,0.089511,0.089639,,,,191.24,30.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,30.0,29.0,94.0
16.0,2.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces']",0.9926434124424228,0.910311,0.909048,0.90811,0.088418,0.08904,0.089502,,,,188.95,31.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,31.0,30.0,95.0
16.0,2.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions']",0.9941282512295924,0.91095,0.909935,0.908961,0.088102,0.088604,0.089087,,,,188.55,32.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,32.0,31.0,96.0
16.0,2.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances']",0.9954600443092164,0.910282,0.909011,0.908101,0.088432,0.089058,0.089507,,,,188.97,33.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,33.0,32.0,97.0
16.0,2.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds']",0.9967759764723418,0.91078,0.909773,0.908554,0.088186,0.088684,0.089286,,,,187.87,34.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,34.0,33.0,98.0
16.0,2.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals']",0.999192674212217,0.910716,0.909698,0.908625,0.088218,0.088721,0.089251,,,,188.38,36.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,36.0,35.0,99.0
16.0,2.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,0.91122,0.910295,0.908583,0.087969,0.088427,0.089272,,,,188.19,37.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,37.0,36.0,100.0
16.0,1.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,0.910325,0.909275,0.90815,0.088411,0.088929,0.089483,,,,183.62,37.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,37.0,36.0,101.0
16.0,3.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,0.911574,0.909788,0.908933,0.087793,0.088677,0.089101,,,,193.1,37.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,37.0,36.0,102.0
16.0,4.0,1.0,2.0,4.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,0.91058,0.909442,0.908012,0.088285,0.088846,0.08955,,,,200.26,37.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,37.0,36.0,103.0
16.0,2.0,1.0,2.0,0.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,0.903885,0.90219,0.902934,0.09153,0.092336,0.091989,,,,58.33,37.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,37.0,36.0,104.0
16.0,2.0,1.0,2.0,2.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,0.911662,0.910631,0.909621,0.087749,0.088261,0.088764,,,,144.05,37.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,37.0,36.0,105.0
16.0,2.0,1.0,2.0,8.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,0.910902,0.910094,0.9088,0.088126,0.088526,0.089166,,,,279.11,37.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,37.0,36.0,106.0
16.0,2.0,1.0,1.0,2.0,0.05,15.0,0.0001,False,True,"['Effective Disposals', 'Disposals', 'Contested Possessions', 'Goals', 'Score Involvements', 'Hitouts', 'Kicks', 'Tackles', 'One Percenters', 'Clangers', 'Contested Marks', 'Tackles Outside 50', 'Metres Gained', 'Marks', 'Behind Assists', 'Intercepts', 'Marks Inside 50', 'Goal Assists', 'Frees Agains', 'Tackles Inside 50', 'Handballs', 'Marks Outside 50', 'Time On Ground %', 'Rebound 50s', 'Disposal Efficiency %', 'Uncontested Marks', 'Frees For', 'Clearances', 'Inside 50s', 'Turnovers', 'Bounces', 'Uncontested Possessions', 'Centre Clearances', 'Behinds', 'Stoppage Clearances', 'Ineffective Disposals', 'Winloss']",1.0000000000000002,0.910217,0.908453,0.907628,0.088464,0.08933,0.089737,,,,95.61,37.0,42.0,MSELoss(),./,<function GraphDataFactory at 0x7e0124396ef0>,1.0,Regression,concat,True,37.0,36.0,107.0
