C,degree,tol,max_iter,gamma,nu,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train rmse,Val rmse,Test rmse,Train mape,Val mape,Test mape,Time,verbose,kernel,n_columns,n_features,Precedence
10.0,8.0,10.0,100.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114725,-0.114721,-0.114709,0.311712,0.311717,0.311732,,,,73.54,False,poly,1.0,0.0,1054.0
10.0,8.0,10.0,50.0,scale,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.114709,0.311712,0.311717,0.311732,,,,69.79,False,poly,1.0,0.0,1055.0
10.0,8.0,10.0,50.0,auto,0.7,['Effective Disposals'],0.44653042996227,-1.735049,-1.73499,-1.734804,0.488261,0.488264,0.488274,,,,55.43,False,poly,1.0,0.0,1056.0
10.0,8.0,10.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals']",0.5902700666140068,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,76.24,False,poly,2.0,1.0,1057.0
10.0,9.0,1.0,100.0,auto,0.9,['Effective Disposals'],0.44653042996227,-314.366744,-314.036454,-314.661305,5.242972,5.240317,5.245791,,,,71.88,False,poly,1.0,0.0,1058.0
10.0,9.0,10.0,200.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.114709,0.311712,0.311717,0.311732,,,,73.6,False,poly,1.0,0.0,1059.0
10.0,9.0,10.0,100.0,scale,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,71.72,False,poly,1.0,0.0,1060.0
10.0,9.0,10.0,100.0,auto,0.7,['Effective Disposals'],0.44653042996227,-1.73505,-1.73499,-1.734805,0.488261,0.488264,0.488274,,,,56.14,False,poly,1.0,0.0,1061.0
10.0,9.0,10.0,100.0,auto,0.9,"['Effective Disposals', 'Disposals']",0.5902700666140068,-0.114726,-0.114722,-0.114709,0.311712,0.311717,0.311732,,,,73.58,False,poly,2.0,1.0,1062.0
10.0,9.0,1.0,50.0,scale,0.9,['Effective Disposals'],0.44653042996227,-82826.558491,-82760.545785,-82875.838013,84.968326,84.935924,84.999599,,,,72.91,False,poly,1.0,0.0,1063.0
10.0,9.0,10.0,50.0,scale,0.7,['Effective Disposals'],0.44653042996227,-1.73505,-1.73499,-1.734805,0.488261,0.488264,0.488274,,,,56.39,False,poly,1.0,0.0,1064.0
10.0,9.0,10.0,50.0,scale,0.9,"['Effective Disposals', 'Disposals']",0.5902700666140068,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,73.95,False,poly,2.0,1.0,1065.0
10.0,9.0,1.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals']",0.5902700666140068,-1243205.810711,-1242296.906037,-1242565.720408,329.185975,329.071292,329.124453,,,,75.32,False,poly,2.0,1.0,1066.0
10.0,9.0,10.0,50.0,auto,0.7,"['Effective Disposals', 'Disposals']",0.5902700666140068,-1.735049,-1.734989,-1.734804,0.488261,0.488264,0.488274,,,,56.9,False,poly,2.0,1.0,1067.0
10.0,9.0,10.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions']",0.6884421836299831,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,80.42,False,poly,3.0,2.0,1068.0
0.001,5.0,10.0,50.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,66.24,False,poly,1.0,0.0,1069.0
0.0001,4.0,10.0,50.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,70.37,False,poly,1.0,0.0,1070.0
0.0001,6.0,10.0,50.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,69.75,False,poly,1.0,0.0,1071.0
0.0001,5.0,1.0,50.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.107315,-0.106915,-0.107397,0.310674,0.310623,0.310708,,,,66.91,False,poly,1.0,0.0,1072.0
0.0001,5.0,10.0,100.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,70.19,False,poly,1.0,0.0,1073.0
0.0001,5.0,10.0,50.0,auto,0.7,['Effective Disposals'],0.44653042996227,-1.735049,-1.734989,-1.734804,0.488261,0.488264,0.488274,,,,53.74,False,poly,1.0,0.0,1074.0
0.0001,5.0,10.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals']",0.5902700666140068,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,72.46,False,poly,2.0,1.0,1075.0
0.01,5.0,10.0,50.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,67.2,False,poly,1.0,0.0,1076.0
0.001,4.0,10.0,50.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,69.07,False,poly,1.0,0.0,1077.0
0.001,6.0,10.0,50.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,71.82,False,poly,1.0,0.0,1078.0
0.001,5.0,1.0,50.0,auto,0.9,['Effective Disposals'],0.44653042996227,-5.329927,-5.311789,-5.342654,0.742795,0.741743,0.743594,,,,66.99,False,poly,1.0,0.0,1079.0
0.001,5.0,10.0,100.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,70.98,False,poly,1.0,0.0,1080.0
0.001,5.0,10.0,50.0,scale,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,68.96,False,poly,1.0,0.0,1081.0
0.001,5.0,10.0,50.0,auto,0.7,['Effective Disposals'],0.44653042996227,-1.735049,-1.734989,-1.734804,0.488261,0.488264,0.488274,,,,55.66,False,poly,1.0,0.0,1082.0
0.001,5.0,10.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals']",0.5902700666140068,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,71.77,False,poly,2.0,1.0,1083.0
0.0001,3.0,10.0,50.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,66.22,False,poly,1.0,0.0,1084.0
0.0001,4.0,1.0,50.0,auto,0.9,['Effective Disposals'],0.44653042996227,-1.036507,-1.028789,-1.039893,0.42132,0.420529,0.4217,,,,70.9,False,poly,1.0,0.0,1085.0
0.0001,4.0,10.0,100.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,67.67,False,poly,1.0,0.0,1086.0
0.0001,4.0,10.0,50.0,scale,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,69.39,False,poly,1.0,0.0,1087.0
0.0001,4.0,10.0,50.0,auto,0.7,['Effective Disposals'],0.44653042996227,-1.735049,-1.734989,-1.734804,0.488261,0.488264,0.488274,,,,53.45,False,poly,1.0,0.0,1088.0
0.0001,4.0,10.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals']",0.5902700666140068,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,72.88,False,poly,2.0,1.0,1089.0
0.0001,6.0,1.0,50.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.077863,-0.073025,-0.082562,0.306515,0.305831,0.307204,,,,68.75,False,poly,1.0,0.0,1090.0
0.0001,6.0,10.0,100.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,68.62,False,poly,1.0,0.0,1091.0
0.0001,6.0,10.0,50.0,scale,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,71.2,False,poly,1.0,0.0,1092.0
0.0001,6.0,10.0,50.0,auto,0.7,['Effective Disposals'],0.44653042996227,-1.735049,-1.734989,-1.734804,0.488261,0.488264,0.488274,,,,54.16,False,poly,1.0,0.0,1093.0
0.0001,6.0,10.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals']",0.5902700666140068,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,73.94,False,poly,2.0,1.0,1094.0
0.0001,5.0,0.1,50.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.107315,-0.106915,-0.107397,0.310674,0.310623,0.310708,,,,66.26,False,poly,1.0,0.0,1095.0
0.0001,5.0,1.0,100.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.107316,-0.106916,-0.107397,0.310674,0.310624,0.310708,,,,70.0,False,poly,1.0,0.0,1096.0
0.0001,5.0,1.0,50.0,scale,0.9,['Effective Disposals'],0.44653042996227,-0.061928,-0.059539,-0.063306,0.304241,0.303903,0.304459,,,,68.41,False,poly,1.0,0.0,1097.0
0.0001,5.0,1.0,50.0,auto,0.7,['Effective Disposals'],0.44653042996227,-1.960033,-1.952255,-1.963829,0.507946,0.507287,0.508308,,,,53.1,False,poly,1.0,0.0,1098.0
0.0001,5.0,1.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals']",0.5902700666140068,-0.505322,-0.50023,-0.504873,0.36223,0.361623,0.362201,,,,72.38,False,poly,2.0,1.0,1099.0
0.0001,5.0,10.0,200.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,66.25,False,poly,1.0,0.0,1100.0
0.0001,5.0,10.0,100.0,scale,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,70.29,False,poly,1.0,0.0,1101.0
0.0001,5.0,10.0,100.0,auto,0.7,['Effective Disposals'],0.44653042996227,-1.735049,-1.734989,-1.734804,0.488261,0.488264,0.488274,,,,51.44,False,poly,1.0,0.0,1102.0
0.0001,5.0,10.0,100.0,auto,0.9,"['Effective Disposals', 'Disposals']",0.5902700666140068,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,70.54,False,poly,2.0,1.0,1103.0
0.0001,5.0,10.0,50.0,scale,0.7,['Effective Disposals'],0.44653042996227,-1.735049,-1.734989,-1.734804,0.488261,0.488264,0.488274,,,,55.36,False,poly,1.0,0.0,1104.0
0.0001,5.0,10.0,50.0,scale,0.9,"['Effective Disposals', 'Disposals']",0.5902700666140068,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,71.13,False,poly,2.0,1.0,1105.0
0.0001,5.0,10.0,50.0,auto,0.7,"['Effective Disposals', 'Disposals']",0.5902700666140068,-1.735049,-1.734989,-1.734804,0.488261,0.488264,0.488274,,,,56.92,False,poly,2.0,1.0,1106.0
0.0001,5.0,10.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions']",0.6884421836299831,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,73.97,False,poly,3.0,2.0,1107.0
1.0,9.0,10.0,1600.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.114709,0.311712,0.311717,0.311732,,,,70.29,False,poly,1.0,0.0,1108.0
10.0,8.0,10.0,1600.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114725,-0.114721,-0.114709,0.311712,0.311717,0.311732,,,,73.34,False,poly,1.0,0.0,1109.0
10.0,9.0,1.0,1600.0,auto,0.9,['Effective Disposals'],0.44653042996227,-7507.717134,-7498.81029,-7517.242356,25.583061,25.568324,25.60109,,,,73.83,False,poly,1.0,0.0,1110.0
10.0,9.0,10.0,800.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.114709,0.311712,0.311717,0.311732,,,,72.76,False,poly,1.0,0.0,1111.0
10.0,9.0,10.0,1600.0,auto,0.7,['Effective Disposals'],0.44653042996227,-1.73505,-1.73499,-1.734805,0.488261,0.488264,0.488274,,,,55.61,False,poly,1.0,0.0,1112.0
10.0,9.0,10.0,1600.0,auto,0.9,"['Effective Disposals', 'Disposals']",0.5902700666140068,-0.114726,-0.114722,-0.114709,0.311712,0.311717,0.311732,,,,75.28,False,poly,2.0,1.0,1113.0
0.1,9.0,10.0,1600.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,69.96,False,poly,1.0,0.0,1114.0
1.0,8.0,10.0,1600.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,72.82,False,poly,1.0,0.0,1115.0
1.0,9.0,1.0,1600.0,auto,0.9,['Effective Disposals'],0.44653042996227,-14583.548839,-14564.648379,-14605.237189,35.654646,35.63215,35.683666,,,,74.44,False,poly,1.0,0.0,1116.0
1.0,9.0,10.0,800.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.114709,0.311712,0.311717,0.311732,,,,70.07,False,poly,1.0,0.0,1117.0
1.0,9.0,10.0,1600.0,scale,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.114709,0.311712,0.311717,0.311732,,,,70.71,False,poly,1.0,0.0,1118.0
1.0,9.0,10.0,1600.0,auto,0.7,['Effective Disposals'],0.44653042996227,-1.735049,-1.734989,-1.734804,0.488261,0.488264,0.488274,,,,55.09,False,poly,1.0,0.0,1119.0
1.0,9.0,10.0,1600.0,auto,0.9,"['Effective Disposals', 'Disposals']",0.5902700666140068,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,74.98,False,poly,2.0,1.0,1120.0
10.0,7.0,10.0,1600.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,67.1,False,poly,1.0,0.0,1121.0
10.0,8.0,1.0,1600.0,auto,0.9,['Effective Disposals'],0.44653042996227,-34427239.52465,-34374348.290696,-34502038.9997,1732.290564,1730.989215,1734.293826,,,,78.27,False,poly,1.0,0.0,1122.0
10.0,8.0,10.0,800.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114725,-0.114721,-0.114709,0.311712,0.311717,0.311732,,,,69.09,False,poly,1.0,0.0,1123.0
10.0,8.0,10.0,1600.0,scale,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.114709,0.311712,0.311717,0.311732,,,,74.11,False,poly,1.0,0.0,1124.0
10.0,8.0,10.0,1600.0,auto,0.7,['Effective Disposals'],0.44653042996227,-1.735049,-1.73499,-1.734804,0.488261,0.488264,0.488274,,,,56.42,False,poly,1.0,0.0,1125.0
10.0,8.0,10.0,1600.0,auto,0.9,"['Effective Disposals', 'Disposals']",0.5902700666140068,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,73.29,False,poly,2.0,1.0,1126.0
10.0,9.0,1.0,800.0,auto,0.9,['Effective Disposals'],0.44653042996227,-7443.181459,-7434.350593,-7452.625128,25.472883,25.458209,25.490835,,,,74.47,False,poly,1.0,0.0,1127.0
10.0,9.0,10.0,400.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.114709,0.311712,0.311717,0.311732,,,,70.21,False,poly,1.0,0.0,1128.0
10.0,9.0,10.0,800.0,scale,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,72.85,False,poly,1.0,0.0,1129.0
10.0,9.0,10.0,800.0,auto,0.7,['Effective Disposals'],0.44653042996227,-1.73505,-1.73499,-1.734805,0.488261,0.488264,0.488274,,,,55.31,False,poly,1.0,0.0,1130.0
10.0,9.0,10.0,800.0,auto,0.9,"['Effective Disposals', 'Disposals']",0.5902700666140068,-0.114726,-0.114722,-0.114709,0.311712,0.311717,0.311732,,,,75.11,False,poly,2.0,1.0,1131.0
10.0,9.0,1.0,1600.0,scale,0.9,['Effective Disposals'],0.44653042996227,-87898.626301,-87828.577547,-87950.925605,87.531253,87.497877,87.563471,,,,72.35,False,poly,1.0,0.0,1132.0
10.0,9.0,10.0,1600.0,scale,0.7,['Effective Disposals'],0.44653042996227,-1.73505,-1.73499,-1.734805,0.488261,0.488264,0.488274,,,,57.27,False,poly,1.0,0.0,1133.0
10.0,9.0,10.0,1600.0,scale,0.9,"['Effective Disposals', 'Disposals']",0.5902700666140068,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,72.59,False,poly,2.0,1.0,1134.0
10.0,9.0,1.0,1600.0,auto,0.9,"['Effective Disposals', 'Disposals']",0.5902700666140068,-6564633.386584,-6534860.09207,-6532104.105258,756.440729,754.736406,754.617501,,,,77.0,False,poly,2.0,1.0,1135.0
10.0,9.0,10.0,1600.0,auto,0.7,"['Effective Disposals', 'Disposals']",0.5902700666140068,-1.735049,-1.734989,-1.734804,0.488261,0.488264,0.488274,,,,57.49,False,poly,2.0,1.0,1136.0
10.0,9.0,10.0,1600.0,auto,0.9,"['Effective Disposals', 'Disposals', 'Contested Possessions']",0.6884421836299831,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,76.03,False,poly,3.0,2.0,1137.0
0.001,5.0,0.0001,50.0,auto,0.9,['Effective Disposals'],0.44653042996227,-5.329927,-5.311789,-5.342654,0.742795,0.741743,0.743594,,,,70.07,False,poly,1.0,0.0,1138.0
0.0001,4.0,0.0001,50.0,auto,0.9,['Effective Disposals'],0.44653042996227,-1.036507,-1.028789,-1.039893,0.42132,0.420529,0.4217,,,,68.18,False,poly,1.0,0.0,1139.0
0.0001,6.0,0.0001,50.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.077863,-0.073025,-0.082562,0.306515,0.305831,0.307204,,,,69.77,False,poly,1.0,0.0,1140.0
0.0001,5.0,0.001,50.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.107315,-0.106915,-0.107397,0.310674,0.310623,0.310708,,,,68.44,False,poly,1.0,0.0,1141.0
0.0001,5.0,0.0001,100.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.107316,-0.106916,-0.107397,0.310674,0.310624,0.310708,,,,70.38,False,poly,1.0,0.0,1142.0
0.0001,5.0,0.0001,50.0,auto,0.7,['Effective Disposals'],0.44653042996227,-1.960033,-1.952255,-1.963829,0.507946,0.507287,0.508308,,,,51.09,False,poly,1.0,0.0,1143.0
0.0001,5.0,0.0001,50.0,auto,0.9,"['Effective Disposals', 'Disposals']",0.5902700666140068,-0.505322,-0.50023,-0.504873,0.36223,0.361623,0.362201,,,,70.43,False,poly,2.0,1.0,1144.0
0.001,6.0,0.0001,50.0,auto,0.9,['Effective Disposals'],0.44653042996227,-62.127613,-62.182183,-63.317394,2.345737,2.346791,2.367906,,,,71.48,False,poly,1.0,0.0,1145.0
0.0001,7.0,0.0001,50.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.082629,-0.077421,-0.091382,0.307192,0.306457,0.308453,,,,67.01,False,poly,1.0,0.0,1146.0
0.0001,6.0,0.001,50.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.077863,-0.073025,-0.082562,0.306515,0.305831,0.307204,,,,69.78,False,poly,1.0,0.0,1147.0
0.0001,6.0,0.0001,100.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.077863,-0.073025,-0.082562,0.306515,0.305831,0.307204,,,,69.32,False,poly,1.0,0.0,1148.0
0.0001,6.0,0.0001,50.0,scale,0.9,['Effective Disposals'],0.44653042996227,-0.839203,-0.832019,-0.845534,0.400391,0.399615,0.401108,,,,71.1,False,poly,1.0,0.0,1149.0
0.0001,6.0,0.0001,50.0,auto,0.7,['Effective Disposals'],0.44653042996227,-2.352023,-2.345352,-2.354934,0.540534,0.540005,0.540807,,,,54.12,False,poly,1.0,0.0,1150.0
0.0001,6.0,0.0001,50.0,auto,0.9,"['Effective Disposals', 'Disposals']",0.5902700666140068,-0.929501,-0.924653,-0.927965,0.410102,0.409594,0.409968,,,,73.17,False,poly,2.0,1.0,1151.0
0.001,5.0,0.001,50.0,auto,0.9,['Effective Disposals'],0.44653042996227,-5.329927,-5.311789,-5.342654,0.742795,0.741743,0.743594,,,,65.91,False,poly,1.0,0.0,1152.0
0.0001,4.0,0.001,50.0,auto,0.9,['Effective Disposals'],0.44653042996227,-1.036507,-1.028789,-1.039893,0.42132,0.420529,0.4217,,,,67.84,False,poly,1.0,0.0,1153.0
0.0001,5.0,0.01,50.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.107315,-0.106915,-0.107397,0.310674,0.310623,0.310708,,,,70.06,False,poly,1.0,0.0,1154.0
0.0001,5.0,0.001,100.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.107316,-0.106916,-0.107397,0.310674,0.310624,0.310708,,,,66.04,False,poly,1.0,0.0,1155.0
0.0001,5.0,0.001,50.0,scale,0.9,['Effective Disposals'],0.44653042996227,-0.061928,-0.059539,-0.063306,0.304241,0.303903,0.304459,,,,69.94,False,poly,1.0,0.0,1156.0
0.0001,5.0,0.001,50.0,auto,0.7,['Effective Disposals'],0.44653042996227,-1.960033,-1.952255,-1.963829,0.507946,0.507287,0.508308,,,,53.32,False,poly,1.0,0.0,1157.0
0.0001,5.0,0.001,50.0,auto,0.9,"['Effective Disposals', 'Disposals']",0.5902700666140068,-0.505322,-0.50023,-0.504873,0.36223,0.361623,0.362201,,,,70.95,False,poly,2.0,1.0,1158.0
0.001,5.0,0.0001,100.0,auto,0.9,['Effective Disposals'],0.44653042996227,-5.329512,-5.311374,-5.342237,0.742771,0.741718,0.743569,,,,67.73,False,poly,1.0,0.0,1159.0
0.0001,4.0,0.0001,100.0,auto,0.9,['Effective Disposals'],0.44653042996227,-1.036506,-1.028788,-1.039892,0.42132,0.420529,0.4217,,,,68.66,False,poly,1.0,0.0,1160.0
0.0001,5.0,0.0001,200.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.107331,-0.106932,-0.107413,0.310677,0.310626,0.31071,,,,69.43,False,poly,1.0,0.0,1161.0
0.0001,5.0,0.0001,100.0,scale,0.9,['Effective Disposals'],0.44653042996227,-0.061929,-0.05954,-0.063306,0.304241,0.303904,0.304459,,,,66.19,False,poly,1.0,0.0,1162.0
0.0001,5.0,0.0001,100.0,auto,0.7,['Effective Disposals'],0.44653042996227,-1.959979,-1.952202,-1.963775,0.507942,0.507283,0.508303,,,,55.83,False,poly,1.0,0.0,1163.0
0.0001,5.0,0.0001,100.0,auto,0.9,"['Effective Disposals', 'Disposals']",0.5902700666140068,-0.505275,-0.500182,-0.504825,0.362224,0.361617,0.362196,,,,70.96,False,poly,2.0,1.0,1164.0
0.001,5.0,0.0001,50.0,scale,0.9,['Effective Disposals'],0.44653042996227,-0.521178,-0.51616,-0.524986,0.364133,0.363538,0.364614,,,,68.77,False,poly,1.0,0.0,1165.0
0.0001,4.0,0.0001,50.0,scale,0.9,['Effective Disposals'],0.44653042996227,-0.108786,-0.108208,-0.108903,0.310881,0.310805,0.310919,,,,67.03,False,poly,1.0,0.0,1166.0
0.0001,5.0,0.0001,50.0,scale,0.7,['Effective Disposals'],0.44653042996227,-1.65886,-1.653876,-1.660526,0.481412,0.480969,0.481597,,,,53.04,False,poly,1.0,0.0,1167.0
0.0001,5.0,0.0001,50.0,scale,0.9,"['Effective Disposals', 'Disposals']",0.5902700666140068,-0.510901,-0.506089,-0.510649,0.362901,0.362328,0.362896,,,,72.47,False,poly,2.0,1.0,1168.0
0.001,1.0,10.0,50.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,60.72,False,poly,1.0,0.0,1169.0
0.0001,2.0,10.0,50.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,65.35,False,poly,1.0,0.0,1170.0
0.0001,1.0,1.0,50.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114688,-0.114684,-0.114672,0.311707,0.311712,0.311727,,,,63.28,False,poly,1.0,0.0,1171.0
0.0001,1.0,10.0,100.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,63.27,False,poly,1.0,0.0,1172.0
0.0001,1.0,10.0,50.0,auto,0.7,['Effective Disposals'],0.44653042996227,-1.735049,-1.734989,-1.734804,0.488261,0.488264,0.488274,,,,47.04,False,poly,1.0,0.0,1173.0
0.0001,1.0,10.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals']",0.5902700666140068,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,62.01,False,poly,2.0,1.0,1174.0
0.01,1.0,10.0,50.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,62.69,False,poly,1.0,0.0,1175.0
0.001,2.0,10.0,50.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,65.17,False,poly,1.0,0.0,1176.0
0.001,1.0,1.0,50.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114351,-0.114348,-0.114335,0.31166,0.311665,0.311679,,,,62.98,False,poly,1.0,0.0,1177.0
0.001,1.0,10.0,100.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,60.62,False,poly,1.0,0.0,1178.0
0.001,1.0,10.0,50.0,scale,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,60.67,False,poly,1.0,0.0,1179.0
0.001,1.0,10.0,50.0,auto,0.7,['Effective Disposals'],0.44653042996227,-1.735049,-1.734989,-1.734804,0.488261,0.488264,0.488274,,,,49.85,False,poly,1.0,0.0,1180.0
0.001,1.0,10.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals']",0.5902700666140068,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,63.78,False,poly,2.0,1.0,1181.0
0.0001,2.0,1.0,50.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.11356,-0.113409,-0.113596,0.311549,0.311533,0.311576,,,,65.36,False,poly,1.0,0.0,1182.0
0.0001,2.0,10.0,100.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,70.78,False,poly,1.0,0.0,1183.0
0.0001,2.0,10.0,50.0,scale,0.9,['Effective Disposals'],0.44653042996227,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,66.77,False,poly,1.0,0.0,1184.0
0.0001,2.0,10.0,50.0,auto,0.7,['Effective Disposals'],0.44653042996227,-1.735049,-1.734989,-1.734804,0.488261,0.488264,0.488274,,,,51.37,False,poly,1.0,0.0,1185.0
0.0001,2.0,10.0,50.0,auto,0.9,"['Effective Disposals', 'Disposals']",0.5902700666140068,-0.114726,-0.114722,-0.11471,0.311712,0.311717,0.311732,,,,71.6,False,poly,2.0,1.0,1186.0
0.0001,1.0,0.1,50.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114688,-0.114684,-0.114672,0.311707,0.311712,0.311727,,,,66.69,False,poly,1.0,0.0,1187.0
0.0001,1.0,1.0,100.0,auto,0.9,['Effective Disposals'],0.44653042996227,-0.114689,-0.114686,-0.114673,0.311707,0.311712,0.311727,,,,63.72,False,poly,1.0,0.0,1188.0
